word	definition	concepts
tease	someone given to teasing (as by mocking or stirring curiosity)	
tease	a seductive woman who uses her sex appeal to exploit men	
tease	the act of harassing someone playfully or maliciously (especially by ridicule); provoking someone with persistent annoyances	tease ribbing
depression	a mental state characterized by a pessimistic sense of inadequacy and a despondent lack of activity	
depression	a long-term economic state characterized by unemployment and low prices and low levels of trade and investment	
depression	a sunken or depressed geological formation	
depression	sad feelings of gloom and inadequacy	
depression	a period during the 1930s when there was a worldwide economic depression and mass unemployment	
depression	an air mass of lower pressure; often brings precipitation	sleet snow night
depression	a state of depression and anhedonia so severe as to require clinical intervention	
depression	a concavity in a surface produced by pressing	impression finger mud
depression	angular distance below the horizon (especially of a celestial object)	
depression	pushing down	depression bar typewriter space
sack	a bag made of paper or plastic for holding customer's purchases	
sack	an enclosed space	pocket air miner
sack	the quantity contained in a sack	
sack	any of various light dry strong white wine from Spain and Canary Islands (including sherry)	
sack	a woman's full loose hiplength jacket	
sack	a hanging bed of canvas or rope netting (usually suspended between two trees); swings easily	
sack	a loose-fitting dress hanging straight from the shoulders without a waist	
sack	the plundering of a place by an army or mob; usually involves destruction and slaughter	Rome sack
sack	the termination of someone's employment (leaving them free to depart)	
quiet	a period of calm weather	lull storm
quiet	an untroubled state; free from disturbances	
quiet	the absence of sound	silence street order
quiet	a disposition free from stress or emotion	
starter	an electric motor for starting an engine	
starter	a contestant in a team sport who is in the game at the beginning	
starter	the official who signals the beginning of a race or competition	
starter	any new participant in some activity	
starter	food or drink to stimulate the appetite (usually served before a meal or as the first course)	
starter	a hand tool consisting of a rotating shaft with parallel handle	
starter	a culture containing yeast or bacteria that is used to start the process of fermentation or souring in making butter or cheese or dough	sourdough starter
guts	fortitude and determination	gut
guts	the part of the alimentary canal between the stomach and the anus	
guts	a narrow channel or strait	
guts	a strong cord made from the intestines of sheep and used in surgery	
curtain	hanging cloth used as a blind (especially for a window)	
curtain	any barrier to communication or vision	curtain secrecy tree
void	the state of nonexistence	
void	an empty area or space	outer support vacuum desert space emptiness void
ladder	steps consisting of two parallel members connected by rungs; for climbing up or down	
ladder	ascending stages by which somebody or something can progress	career ladder
ladder	a row of unravelled stitches	run stocking
usher	Irish prelate who deduced from the Bible that Creation occurred in the year 4004 BC (1581-1656)	
usher	an official stationed at the entrance of a courtroom or legislative chamber	
usher	someone employed to conduct others	
gut	the part of the alimentary canal between the stomach and the anus	
gut	a narrow channel or strait	
gut	a strong cord made from the intestines of sheep and used in surgery	
bet	the money risked on a gamble	
bet	the act of gambling	bet
bully	a cruel and brutal fellow	
