"word"	"definition"	"concepts"
"broken"	"cease an action temporarily"	"let break lunch station identification"
"broken"	"interrupt the flow of current in"	"circuit"
"broken"	"undergo breaking"	"language vowel Germanic"
"broken"	"find a flaw in"	"alibi proof"
"broken"	"find the solution or key to"	"code"
"broken"	"change suddenly from one tone quality or register to another"	"child voice whisper"
"broken"	"happen"	"time news Report movement"
"broken"	"become fractured; break or crack on the surface only"	"glass"
"broken"	"crack; of the male voice in puberty"	"voice choir"
"broken"	"fall sharply"	"price stock"
"broken"	"fracture a bone of"	"hockey foot"
"broken"	"diminish or discontinue abruptly"	"patient night fever"
"broken"	"weaken or destroy in spirit or body"	"man resistance near-death experience"
"message"	"send a message to"	"committee"
"message"	"send as a message"	"fax report"
"message"	"send a message"	"service company"
"exchange"	"give to, and receive from, one another"	"letter year place"
"exchange"	"exchange or replace with another, usually of the same kind or category"	"convert centimeter holding inch dollar name pound Could share"
"exchange"	"change over, change around, as to a new order or sequence"	
"exchange"	"hand over one and receive another, approximately equivalent"	"employee exchange branch company prisoner"
"exchange"	"put in the place of another; switch seemingly equivalent items"	"milk con substitute artist synonym context Rembrandt meaning"
"exchange"	"exchange a penalty for a less severe one"	
"kiss"	"touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."	"couple forehead room grandfather"
"kiss"	"touch lightly or gently"	"rain blossom"
"attend"	"be present at (meetings, church services, university), etc."	"service regularly meeting class church"
"attend"	"take charge of or deal with"	"matter care lunch business"
"attend"	"to accompany as a circumstance or follow as a result"	"standing Menuhin playing ovation"
"attend"	"work for or be a servant to"	"lady wheelchair year King minister salesperson May table"
"attend"	"give heed (to)"	"word child audience everything recital"
"recognise"	"show approval or appreciation of"	"anybody student Dean work"
"recognise"	"grant credentials to"	"institution degree Regents"
"recognise"	"detect with the senses"	"prison convict darkness photograph fleeing guard"
"recognise"	"express greetings upon meeting someone"	
"recognise"	"express obligation, thanks, or gratitude for"	"towards kindness"
"recognise"	"be fully aware or cognizant of"	
"recognise"	"perceive to be the same"	
"recognise"	"accept (someone) to be what is claimed or accept his power and authority"	"throne Prince heir god Crown"
"exercise"	"put to use"	"power influence"
"exercise"	"carry out or practice; as of jobs and professions"	"practice law"
"exercise"	"give a workout to"	"trainer infant parent mind puzzle muscle work"
"exercise"	"do physical exercise"	"day gym"
"exercise"	"learn by repetition"	"verb day practice Pianists scale"
"arouse"	"call forth (emotions, feelings, and responses)"	"sympathy evoke smile pity arouse"
"arouse"	"stop sleeping"	"alarm clock sound"
"arouse"	"summon into action or bring into existence, often as if by magic"	"specter spirit mountain bird unemployment air"
"arouse"	"cause to be alert and energetic"	"tea Coffee infusion stimulate"
"arouse"	"cause to become awake or conscious"	"Please AM men street"
"arouse"	"to begin moving, ""As the thunder started the sleeping children began to stir"""	
"arouse"	"stimulate sexually"	"male movie audience"
"speak"	"express in speech"	"nonsense lot patient"
"speak"	"exchange thoughts; talk with"	"word business Actions"
"speak"	"use language"	"talk dialect baby prisoner"
"speak"	"give a speech to"	"chairman board trustee"
"speak"	"make a characteristic or natural sound"	"drum"
"send"	"cause to go somewhere"	"dissertation child energy explosion air car"
"send"	"to cause or order to be taken, directed, or transmitted to another place"	"people dispatch"
"send"	"cause to be directed or transmitted to another place"	"result paper"
"send"	"transport commercially"	
"send"	"assign to a station"	
"send"	"transfer"	"information spy"
"send"	"cause to be admitted; of persons to an institution"	"episode prison"
"send"	"broadcast over the airwaves, as in radio or television"	"song"
"address"	"speak to"	"crowd window"
"address"	"give a speech to"	"chairman board trustee"
"address"	"put an address on (an envelope)"	
"address"	"direct a question at someone"	
"address"	"address or apply oneself to something, direct one's efforts towards something, such as a question"	
"address"	"greet, as with a prescribed form, title, or name"	"`Sir name"
"address"	"access or locate by address"	
"address"	"act on verbally or in some form of artistic expression"	"incest Civilization book China history course"
"address"	"speak to someone"	
"address"	"adjust and aim (a golf ball) at in preparation of hitting"	
"repeat"	"to say, state, or perform again"	"request"
"repeat"	"make or do or perform again"	"performance trick magic"
"repeat"	"happen or occur again"	"story"
"repeat"	"to say again or imitate"	"cry follower leader"
"repeat"	"do over"	
"repeat"	"repeat an earlier theme of a composition"	
"determine"	"establish after a calculation, investigation, experiment, survey, or study"	"Prize particle Nobel product number physicist"
"determine"	"shape or influence; give direction to"	"experience opinion ability"
"determine"	"fix conclusively or authoritatively"	"rule"
"determine"	"decide upon or fix definitely"	"parameter variable"
"determine"	"reach, make, or come to a decision about something"	"deliberation"
"determine"	"fix in scope; fix the boundaries of"	"property tree border"
"determine"	"settle conclusively; come to terms"	"argument"
"determine"	"find out, learn, or determine with certainty, usually by making an inquiry or other effort"	"time train"
"living"	"inhabit or live in; be an inhabitant of"	"million year kind ocean island Africa dwells people bottom deer People wood"
"living"	"lead a certain kind of life; live in a certain style"	"war"
"living"	"continue to live through hardship or adversity"	"accident person driver car water day race backwater food superstition America"
"living"	"support oneself"	"New day wage York people month City world"
"living"	"have life, be alive"	"end war leader grandfather"
"living"	"have firsthand knowledge of states, situations, emotions, or sensations"	"hunger hell holocaust divorce feeling kind drug survivor nightmare addict"
"living"	"pursue a positive and satisfying existence"	"others"
"teaching"	"impart skills or knowledge to"	"boat"
"teaching"	"accustom gradually to some action or attitude"	"parent child"
"stress"	"to stress, single out as important"	"Dr. exercise Jones addition change"
"stress"	"put stress on; utter with an accent"	"Farsi word"
"stress"	"test the limits of"	"patience"
"aggravate"	"make worse"	"pain drug"
"aggravate"	"exasperate or irritate"	
"defy"	"resist or confront with resistance"	"bridge withstands material politician opinion wear"
"defy"	"elude, especially in a baffling way"	"explanation defies"
"defy"	"challenge"	
"rein"	"control and direct with or as if by reins"	"horse"
"rein"	"stop or slow up one's horse or oneself by or as if by pulling the reins"	"post office front"
"rein"	"stop or check by or as if by a pull at the reins"	"post office front horse"
"rein"	"keep in check"	"rule temper"
"tone"	"utter monotonously and repetitively and rhythmically"	"student slogan"
"tone"	"vary the pitch of one's speech"	
"tone"	"change the color or tone of"	"tone"
"tone"	"change to a color image"	"image tone"
"tone"	"give a healthy elasticity to"	"muscle"
"fix"	"restore by replacing a part or putting together what is torn or broken"	"Repair shoe set TV"
"fix"	"cause to be firmly attached"	"man gaze lock door"
"fix"	"decide upon or fix definitely"	"parameter variable"
"fix"	"prepare for eating by applying heat"	"dinner omelette please breakfast fix guest"
"fix"	"take vengeance on or get even"	"time"
"fix"	"set or place definitely"	"date party"
"fix"	"kill, preserve, and harden (tissue) in order to prepare for microscopic study"	
"fix"	"make fixed, stable or stationary"	"picture let frame"
"fix"	"make infertile"	"country people disabilites"
"fix"	"influence an event or its outcome by illegal means"	"race"
"fix"	"put (something somewhere) firmly"	"hand spot eye bench shoulder deposit suitcase"
"fix"	"make ready or suitable or equip in advance for a particular purpose or for some use, event, etc"	"school town child war hotel bill prepare"
"abandon"	"forsake, leave behind"	"lot parking car"
"abandon"	"give up with the intent of never claiming again"	"God ex-husband child victim drowning life"
"abandon"	"leave behind empty; move out of"	"tonight office"
"abandon"	"stop maintaining or insisting on; of ideas or claims"	"hand negotiation marriage claim thought side"
"abandon"	"leave someone who needs or counts on you; leave in the lurch"	"mother child"
"finance"	"obtain or provide money for"	"addition home"
"finance"	"sell or provide on credit"	
"guiding"	"direct the course; determine the direction of travelling"	
"guiding"	"take somebody somewhere"	"palace chief entrance"
"guiding"	"be a guiding or motivating force or drive"	"student teacher course"
"guiding"	"use as a guide"	"light"
"guiding"	"pass over, across, or through"	"figurine hair body eye finger"
"forget"	"dismiss from the mind; stop remembering"	"memory"
"forget"	"be unable to remember"	"blank name wife"
"forget"	"forget to do something"	"chairman board meeting"
"forget"	"leave behind unintentionally"	"door restaurant umbrella key car"
"underpin"	"support from beneath"	
"underpin"	"support with evidence or authority or make more certain or confirm"	"evidence claim story"
"sustain"	"lengthen or extend in duration or space"	"negotiation patient treatment work"
"sustain"	"undergo (as of injuries and illnesses)"	"shock accident bar arm candy leg scuffle bruise broken fracture insulin"
"sustain"	"provide with nourishment"	"water child kind bread food"
"sustain"	"supply with necessities and support"	"money cause family"
"sustain"	"be the physical support of; carry the weight of"	"beam mirror hand roof"
"sustain"	"admit as valid"	"court motion"
"sustain"	"establish or strengthen as with new evidence or facts"	"evidence story defendant doubt"
"afford"	"be able to spare or give up"	"person hour"
"afford"	"be the cause or source of"	"trouble lot information meeting"
"afford"	"have the financial means to do something or buy something"	"child college car"
"afford"	"afford access to"	"patio terrace door"
"cut"	"separate with or as if with an instrument"	"rope"
"cut"	"cut down on; make a reduction in"	"benefit health employer intake"
