word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance
mostly,1,1,mon,2,None,1,0,-,False,False,OOV/OOW,,
Transfiguration,1,2,poly,4,0.18181818181818182,1,0,abs,ooc,False,OOV/OOW,0.4058865970630676,2.3764536117477295
unbar,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
stiletto heel,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
capital expenditure,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
plutocrat,1,2,poly,1,0.6666666666666666,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
cartridge,1,3,poly,4,0.3333333333333333,1,0,conc,ooc,False,OOWN,0.47967171717171714,2.0813131313131317
uric,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016,1.0,0.0
donjon,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004,1.0,0.0
flotsam and jetsam,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,
war-torn,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
Florida,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0
relevance,1,1,mon,1,1.0,0,1,abs,False,False,0.6931243537837759,1.0,0.0
sumitomo,0,0,oov,0,None,0,0,-,False,False,OOWN,,
patrician,2,4,homonyms_only_different_pos,4,0.6666666666666666,2,0,conc,ooc,False,0.40563023650526836,0.6666666666666666,1.3333333333333335
uvular,1,1,mon,1,1.0,0,0,-,ooc,False,1.0,1.0,0.0
wash up,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,
frills,1,2,poly,4,0.25,0,0,conc,ooc,False,OOV/OOW,0.4226190476190476,2.3095238095238093
balance sheet,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
teethe,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
westerly,1,2,poly,5,None,2,0,conc,ooc,False,0.29906572237337503,,
hold together,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Louvre,0,0,oov,2,0.5263157894736842,1,0,conc-n,ooc,True,OOV/OOW,0.5263157894736842,0.9473684210526316
myopia,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0
nature,1,7,poly,5,0.1111111111111111,3,0,abs-conc,True,False,OOWN,0.2485858585858586,3.757070707070707
regurgitate,1,1,mon,4,0.18181818181818182,1,4,-,ooc,False,OOV/OOW,0.2127104377104377,3.149158249158249
filing cabinet,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
spatter,2,4,homonyms_only_different_pos,5,0.2,2,0,abs,ooc,False,OOV/OOW,0.26111111111111107,3.6944444444444446
centigram,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
seventeen,1,1,mon,2,None,0,0,abs,False,False,OOWN,,
bump up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
normal school,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
childhood,1,2,poly,2,0.3076923076923077,1,0,abs,False,False,OOWN,0.3076923076923077,1.3846153846153846
specious,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,
proof sheet,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
thermostat,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,
gum up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Automobile Association,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
slurry,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0
wonder,3,11,homonyms_only_different_pos,6,0.16666666666666666,4,6,abs,False,False,0.27644315425069543,0.28501221001221005,4.28992673992674
bill of sale,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
quizmaster,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000022,1.0,0.0
betters,1,1,mon,7,0.15384615384615385,0,0,abs-conc,ooc,False,0.12800487375604022,0.3182082699626559,4.772542110261409
slot,2,5,homonyms_only_different_pos,8,0.125,3,0,abs-conc,ooc,False,OOV/OOW,0.2440307918857233,6.047753664914214
regarding,1,1,mon,3,0.25,0,0,-,ooc,False,OOWN,0.27777777777777773,2.166666666666667
chicken pox,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
time immemorial,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
infra,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013,1.0,0.0
hilarity,1,1,mon,1,1.0,0,0,abs,ooc,False,0.6252095896006176,1.0,0.0
intercontinental,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002,1.0,0.0
watercress,1,1,mon,3,0.17391304347826086,1,0,conc,ooc,False,0.1126166222145262,0.17391304347826086,2.4782608695652173
fucker,1,1,mon,2,0.631578947368421,1,0,conc,ooc,False,OOWN,0.631578947368421,0.736842105263158
passageway,1,1,mon,2,0.26666666666666666,1,0,conc,ooc,False,OOWN,0.26666666666666666,1.4666666666666668
anterior,1,2,poly,3,None,2,0,conc,ooc,False,OOV/OOW,,
laconic,1,1,mon,1,1.0,0,0,-,ooc,False,0.6681136990863229,1.0,0.0
adjunct,1,2,poly,5,0.125,3,0,abs-conc,ooc,False,0.1251878262635931,0.20039682539682538,3.9980158730158735
price,2,16,homonyms_only_different_pos,9,0.1111111111111111,4,6,abs-n,True,False,OOV/OOW,0.33213779684367906,6.010759828406888
induction coil,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
plausible,1,2,poly,2,None,1,0,-,False,False,OOWN,,
mice,1,1,mon,4,0.08333333333333333,0,0,abs-conc,ooc,False,OOV/OOW,0.2856644172820644,2.8573423308717425
foundation stone,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
probationer,1,3,poly,2,0.5,2,0,conc,ooc,False,0.13643262850805496,0.5,1.0
refreshment,1,2,poly,2,0.09090909090909091,2,0,abs-conc,ooc,False,OOWN,0.09090909090909091,1.8181818181818181
putrefying,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
kennels,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,
elements,1,3,poly,8,0.1111111111111111,0,0,abs-conc,ooc,False,OOV/OOW,0.27443715831320875,5.8045027334943295
bicycle,2,2,homonyms_only_different_pos,2,None,0,1,conc,ooc,False,OOWN,,
chimneybreast,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
break of,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
irate,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0
mediate,1,1,mon,4,0.15384615384615385,3,3,-,ooc,False,0.28016294341001685,0.15384615384615385,3.3846153846153846
extremely,1,1,mon,2,None,0,0,-,False,False,0.616674167550784,,
fortune hunter,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
ground,3,25,homonyms_only_different_pos,30,0.1111111111111111,12,23,abs-conc,True,False,0.08343744363107453,0.26347417837527143,22.09577464874186
polysyllable,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
extricate,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0
compulsory,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000009,1.0,0.0
holly,1,1,mon,2,0.48,1,0,conc-n,False,False,OOV/OOW,0.48,1.04
pollute,1,3,poly,1,1.0,0,0,-,False,False,1.0000000000000016,1.0,0.0
dellasel,0,0,oov,0,None,0,0,-,False,False,OOWN,,
retain,1,3,poly,4,0.2222222222222222,3,4,-,True,False,OOV/OOW,0.2526455026455026,2.9894179894179898
book in,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
reefer,2,2,homonyms_also_same_pos,1,1.0,0,0,abs,ooc,False,0.6121579616287814,1.0,0.0
euphonium,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000024,1.0,0.0
recital,1,2,poly,5,0.23529411764705882,3,0,abs,ooc,False,OOWN,0.3576050420168067,3.211974789915967
handpick,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
tributary,2,4,homonyms_only_different_pos,4,None,0,0,conc,ooc,False,0.047806380758498614,,
bridgehead,1,2,poly,2,0.5,1,0,conc,ooc,False,OOWN,0.5,1.0
Acts,1,1,mon,16,0.2222222222222222,0,0,abs-n,ooc,False,OOV/OOW,0.37058557183557167,10.070630850630852
King's Bench,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Incarnation,1,1,mon,4,0.1111111111111111,1,0,abs-conc,ooc,False,OOWN,0.1907551999657263,3.2369792001370947
bankside,0,0,oov,0,None,0,0,-,False,False,OOWN,,
impatiently,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000016,1.0,0.0
humerus,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0
search party,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
lucerne,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
cleave to,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
studbook,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0
ira,0,0,oov,3,0.21052631578947367,1,0,abs-n,False,False,OOV/OOW,0.24860681114551084,2.2541795665634674
debug,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016,1.0,0.0
self - defence,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
crib,2,10,homonyms_only_different_pos,8,0.10526315789473684,4,0,abs-conc,ooc,False,0.16394517297310576,0.20455972277834628,6.36352221777323
elder statesman,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
facetiously,0,0,oov,1,1.0,0,0,-,False,False,1.000000000000001,1.0,0.0
scotch,1,2,poly,6,0.18181818181818182,4,0,abs,False,False,0.10782341539747842,0.18614718614718614,4.883116883116883
longing,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOV/OOW,,
bloodbath,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0
modus operandi,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
beefy,1,1,mon,1,1.0,0,0,-,ooc,False,0.5917011352531261,1.0,0.0
powwow,2,3,homonyms_only_different_pos,3,0.25,2,0,abs,ooc,False,OOWN,0.25,2.25
free kick,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
melee,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0
hypercritical,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
palatal,1,2,poly,3,None,1,0,abs,ooc,False,OOWN,,
dictator,1,1,mon,3,0.5454545454545454,1,0,conc,ooc,False,0.24719686665406684,0.5818181818181819,1.2545454545454544
dressing gown,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
inaugural,1,1,mon,4,0.47058823529411764,2,0,abs,ooc,False,0.057886051818792895,0.47058823529411764,2.1176470588235294
savagery,1,1,mon,3,0.19047619047619047,0,0,abs,True,False,0.36556175021333476,0.24780578898225958,2.2565826330532213
swing,2,20,homonyms_only_different_pos,22,0.10526315789473684,11,21,abs-conc,True,False,OOV/OOW,0.26653575030623355,16.13621349326286
interject,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016,1.0,0.0
quotient,1,1,mon,2,0.3333333333333333,1,0,abs,ooc,False,OOWN,0.3333333333333333,1.3333333333333335
collect,3,7,homonyms_only_different_pos,8,0.2222222222222222,2,5,abs,True,False,OOV/OOW,0.35023809523809524,5.198095238095238
maggoty,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
enslave,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0
skint,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0
preemptive,1,3,poly,1,1.0,0,0,-,ooc,False,1.0000000000000022,1.0,0.0
generative,1,1,mon,2,None,1,0,-,ooc,False,0.242535430542489,,
lower class,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
- ize,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
confident,1,1,mon,3,None,1,0,-,True,False,OOWN,,
sprightly,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018,1.0,0.0
misadvise,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
leak,2,9,homonyms_only_different_pos,9,0.09090909090909091,4,9,abs-conc,ooc,False,0.4960897662918803,0.23584153167542585,6.877426214921167
United States Congress,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
free-kick,0,0,oov,0,None,0,0,-,False,False,OOWN,,
correctitude,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
schoolmastering,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
- chested,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
shading,1,1,mon,7,0.10526315789473684,2,0,abs-conc,ooc,False,OOV/OOW,0.22414369256474523,5.430994152046783
pull,2,35,homonyms_only_different_pos,24,0.1111111111111111,9,20,abs-conc,True,False,0.1290127991170582,0.23516502127405065,18.356039489422784
patri -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Netanyahu,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
romp through,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
checking account,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
declare against,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
rabbit,2,5,homonyms_only_different_pos,4,0.16666666666666666,1,0,abs-conc,False,False,OOWN,0.2272727272727273,3.090909090909091
blindfold,2,2,homonyms_only_different_pos,3,None,0,0,conc,ooc,False,OOWN,,
obscure,2,3,homonyms_only_different_pos,11,0.25,2,4,-,True,False,OOV/OOW,0.3,7.699999999999999
urbanize,1,1,mon,2,0.3333333333333333,1,0,-,ooc,False,OOWN,0.3333333333333333,1.3333333333333335
melodic,1,2,poly,2,None,1,0,-,ooc,False,OOWN,,
plasterwork,0,0,oov,1,1.0,0,0,conc,False,False,0.9999999999999996,1.0,0.0
mcleish,0,0,oov,0,None,0,0,-,False,False,OOWN,,
ornament,2,4,homonyms_only_different_pos,3,0.2857142857142857,1,0,conc,ooc,False,OOWN,0.2857142857142857,2.142857142857143
open - door policy,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
sound out,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Nepal,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0
advocacy,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000024,1.0,0.0
carver,1,2,poly,4,0.5,2,0,conc-n,ooc,False,0.24924760837415444,0.546969696969697,1.812121212121212
formless,1,2,poly,2,None,1,0,-,ooc,False,OOWN,,
legation,1,3,poly,2,0.23529411764705882,2,0,abs,ooc,False,OOV/OOW,0.23529411764705882,1.5294117647058822
starlight,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
freedom,1,4,poly,2,0.6666666666666666,1,5,abs,True,False,OOWN,0.6666666666666666,0.6666666666666667
three - quarter,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN,,
pegasus,0,0,oov,2,0.11764705882352941,0,0,n,False,False,OOWN,0.11764705882352941,1.7647058823529411
close-packed,0,0,oov,1,1.0,0,0,-,True,False,OOV/OOW,1.0,0.0
Monaco,0,0,oov,1,0.9,0,0,n,ooc,True,OOV/OOW,1.0,0.0
fosse,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6200463054736045,1.0,0.0
66-year,0,0,oov,0,None,0,0,-,False,False,OOWN,,
woodworm,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0
pillbox,1,3,poly,3,0.47619047619047616,3,0,conc,ooc,False,OOWN,0.5008354218880534,1.4974937343358397
pedometer,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
mis -,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,
craving,1,1,mon,3,0.15384615384615385,0,0,abs,ooc,False,OOWN,0.15384615384615385,2.5384615384615383
vibro -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
erosion,1,1,mon,4,0.15384615384615385,1,4,abs-conc,True,False,OOV/OOW,0.3547008547008547,2.581196581196581
stilted,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0
Romano -,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
streamer,1,2,poly,4,0.08695652173913043,1,0,abs-conc,ooc,False,OOWN,0.25684484597528073,2.972620616098877
pragmatism,1,2,poly,2,0.25,1,0,abs,ooc,False,OOWN,0.25,1.5
mortise lock,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
dreadfully,1,2,poly,2,None,1,0,-,ooc,False,0.33267306069804214,,
overburden,1,1,mon,4,0.11764705882352941,3,0,conc,ooc,False,OOWN,0.2895927601809955,2.8416289592760178
national service,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
travelling fellowship,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
breathalyse,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
Indian hemp,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
porridge,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0
Diaspora,1,2,poly,3,0.2222222222222222,1,0,abs,ooc,False,OOWN,0.2526455026455026,2.242063492063492
rode,1,1,mon,14,0.18181818181818182,0,0,-,ooc,False,OOV/OOW,0.2750844393701534,10.14881784881785
tang,1,1,mon,7,0.09090909090909091,3,0,abs-conc,ooc,False,OOV/OOW,0.32398992835698415,4.732070501501111
petrarch,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW,1.0,0.0
amino acid,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
roguery,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
pakistani,0,0,oov,2,None,0,0,conc,False,False,OOWN,,
protective,1,2,poly,3,None,1,0,-,True,False,OOWN,,
antler,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000024,1.0,0.0
pumice,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW,,
flattering,0,0,oov,2,None,0,0,-,False,False,0.11867716098417111,,
capital levy,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
sit for,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
shake,2,11,homonyms_only_different_pos,15,0.1111111111111111,6,17,abs-conc,True,False,0.15356706579062027,0.2282921022130637,11.575618466804045
chimneypot,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
retract,1,2,poly,4,0.18181818181818182,2,5,-,ooc,False,0.23763354168921674,0.20134680134680136,3.1946127946127945
sleep together,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
subject matter,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
goodish,1,2,poly,2,None,1,0,-,ooc,False,OOV/OOW,,
cress,1,1,mon,2,0.19047619047619047,1,0,conc,ooc,False,OOV/OOW,0.19047619047619047,1.619047619047619
knoll,1,1,mon,1,1.0,0,0,conc,ooc,False,0.4921077825568318,1.0,0.0
airbase,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
swath,1,3,poly,2,0.6153846153846154,0,0,abs-conc,False,False,OOWN,0.6153846153846154,0.7692307692307692
water biscuit,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
jingoism,1,1,mon,2,0.2222222222222222,1,0,abs,ooc,False,OOV/OOW,0.2222222222222222,1.5555555555555556
see - through,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
zurich,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW,1.0,0.0
gap,1,4,poly,7,0.125,2,5,abs-conc,True,False,0.13248206373369747,0.29271026359261654,4.951028154851684
environmentalist,1,1,mon,1,1.0,0,0,conc,ooc,False,0.7551500081364512,1.0,0.0
sl4,0,0,oov,0,None,0,0,-,False,False,OOWN,,
hullo,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
delinquent,2,4,homonyms_only_different_pos,4,None,2,0,conc,False,False,0.1512788422447289,,
breakup,1,2,poly,2,0.47058823529411764,0,0,abs,ooc,False,OOWN,0.47058823529411764,1.0588235294117647
beat,3,20,homonyms_only_different_pos,34,0.10526315789473684,7,30,abs-conc,True,False,0.12969752459495912,0.2730847815293661,24.71511742800155
payer,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0
package tour,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
alarming,0,0,oov,3,0.15384615384615385,0,0,-,False,False,OOV/OOW,0.15384615384615385,2.5384615384615383
undersell,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
government-funded,0,0,oov,0,None,0,0,-,False,False,OOWN,,
begin,1,2,poly,11,0.2,2,5,n,True,False,OOV/OOW,0.36978835978835983,6.9323280423280425
fish knife,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
terry,0,0,oov,2,0.42105263157894735,1,0,conc-n,False,False,OOV/OOW,0.42105263157894735,1.1578947368421053
microfiche,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0
humour,2,6,homonyms_only_different_pos,7,0.2857142857142857,3,0,abs,False,False,OOV/OOW,0.39875013875013876,4.208749028749029
amuse,1,2,poly,2,0.2222222222222222,1,1,-,False,False,OOWN,0.2222222222222222,1.5555555555555556
subtract,1,1,mon,2,0.2,0,1,-,ooc,False,OOWN,0.2,1.6
nonverbal,1,1,mon,3,None,0,0,-,ooc,False,OOWN,,
respectively,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000007,1.0,0.0
poitevin,0,0,oov,0,None,0,0,-,False,False,OOWN,,
bonhomie,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
Mexico,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0
slips,1,2,poly,26,0.09090909090909091,0,0,abs-conc,ooc,False,0.11020998916108461,0.2661251606902727,19.08074582205291
noonday,1,1,mon,1,1.0,0,0,abs,ooc,False,0.48593295638373607,1.0,0.0
hammersmith,0,0,oov,0,None,0,0,-,False,False,OOWN,,
seldom,1,1,mon,1,1.0,0,0,-,False,False,0.8711845422969691,1.0,0.0
sun,2,7,homonyms_only_different_pos,7,0.09523809523809523,3,0,abs-conc-n,True,False,0.28670517143264884,0.27746996725324896,5.057710229227257
equerry,1,1,mon,2,0.5454545454545454,1,0,conc,ooc,False,OOWN,0.5454545454545454,0.9090909090909092
£3.50,0,0,oov,0,None,0,0,-,False,False,OOWN,,
graphic,1,3,poly,6,None,3,1,conc,ooc,False,OOV/OOW,,
feminist,1,1,mon,2,None,0,0,conc,False,False,OOV/OOW,,
checkrein,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
furtherance,1,1,mon,2,0.21052631578947367,1,0,abs,ooc,False,OOWN,0.21052631578947367,1.5789473684210527
bags,3,3,homonyms_also_same_pos,14,0.11764705882352941,0,0,abs-conc,ooc,False,0.3003165801079893,0.28221844188326883,10.048941813634237
in need of,0,0,oov,0,None,0,0,-,False,False,OOWN,,
uterine,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000007,1.0,0.0
sneer,2,3,homonyms_only_different_pos,4,0.4,2,0,abs,ooc,False,OOWN,0.6285714285714286,1.4857142857142858
printing,1,4,poly,8,0.10526315789473684,1,5,abs-conc,ooc,False,OOV/OOW,0.30434071289334447,5.565274296853245
loony,1,1,mon,2,None,0,0,conc,False,False,0.16176609393307229,,
first name,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
dogsbody,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
repugnant,1,1,mon,1,1.0,0,0,-,False,False,0.6809973550686039,1.0,0.0
permanency,1,2,poly,1,1.0,0,0,abs,ooc,False,0.6529016221986371,1.0,0.0
Ancient Egypt,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
Antipodes,1,1,mon,2,0.18181818181818182,0,0,abs-conc,ooc,False,OOV/OOW,0.18181818181818182,1.6363636363636362
utilitarian,1,2,poly,3,None,1,0,conc,ooc,False,OOWN,,
gerund,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0
punk,3,6,homonyms_also_same_pos,6,0.11764705882352941,2,0,abs-conc,False,False,0.12332395925053831,0.29916730328495034,4.204996180290298
shield,2,4,homonyms_only_different_pos,5,0.25,3,1,conc,ooc,False,0.19311734615803533,0.4847566219470244,2.576216890264878
breeding - ground,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
daredevil,1,1,mon,2,None,0,0,conc,ooc,False,0.18649552599310826,,
pickle,2,7,homonyms_only_different_pos,3,0.1111111111111111,2,0,abs-conc,ooc,False,OOV/OOW,0.1111111111111111,2.6666666666666665
rabbinical,1,1,mon,1,1.0,0,0,-,ooc,False,0.8670130248552674,1.0,0.0
stocks,1,2,poly,27,0.08333333333333333,0,0,abs-conc,ooc,False,0.19117695719584946,0.2992898526518056,18.91917397840125
proprietary medicine,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
manikin,1,3,poly,3,0.38095238095238093,2,0,conc,ooc,False,OOV/OOW,0.470843776106934,1.5874686716791981
ferryboat,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0
George Clooney,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
pushover,1,2,poly,2,0.125,1,0,abs-conc,ooc,False,OOV/OOW,0.125,1.75
old master,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
photoelectric,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000007,1.0,0.0
chimneystack,1,2,poly,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
compound fracture,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
clickety - click,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
rabbit warren,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
scrabble,2,2,homonyms_only_different_pos,4,0.10526315789473684,2,0,abs-conc,ooc,False,OOV/OOW,0.15263157894736842,3.389473684210526
nicely,1,2,poly,1,1.0,0,0,-,False,False,1.0000000000000016,1.0,0.0
plight to,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
peremptory writ,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
profession,1,3,poly,4,0.23529411764705882,3,4,abs,False,False,OOWN,0.3007236227824463,2.7971055088702146
cadence,1,2,poly,3,0.25,2,0,abs,ooc,False,0.17886977723841568,0.28986928104575166,2.1303921568627446
each way,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
should,1,13,poly,0,None,0,0,-,False,False,OOWN,,
content,4,5,homonyms_also_same_pos,10,0.16666666666666666,3,5,abs-conc,True,False,OOV/OOW,0.3152362788726425,6.847637211273575
cater,1,2,poly,2,0.8571428571428571,1,3,-,ooc,False,OOWN,0.8571428571428571,0.2857142857142858
rectifier,1,2,poly,2,0.47058823529411764,1,0,conc,ooc,False,OOWN,0.47058823529411764,1.0588235294117647
halve,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000007,1.0,0.0
artery,1,2,poly,2,0.21052631578947367,2,0,conc,False,False,OOV/OOW,0.21052631578947367,1.5789473684210527
evaporated milk,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
calculation,1,3,poly,3,0.35294117647058826,1,0,abs,False,False,OOWN,0.4945533769063181,1.5163398692810455
frogged,1,1,mon,1,1.0,0,0,-,ooc,False,OOWN,1.0,0.0
