word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance,wiki_frequency,wn_noun
tight - lipped,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
EEG,1,2,poly,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
establishment,1,2,poly,7,0.11764705882352941,5,7,abs-conc,False,False,OOV/OOW,0.2850299560383594,5.004790307731485,95302,True
strongbox,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,114,True
lennon,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW,1.0,0.0,11839,True
muffler,1,2,poly,3,0.5263157894736842,2,0,conc,ooc,False,OOWN,0.6351335855979819,1.094599243206054,465,True
dragoman,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,257,True
parkinson,0,0,oov,2,0.48,0,0,n,False,False,OOV/OOW,0.48,1.04,3783,True
locution,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0,108,True
unruffled,1,1,mon,2,None,1,0,-,ooc,False,0.1597931557158733,,,102,False
ironic,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,,5536,False
scattered,1,1,mon,8,0.2222222222222222,0,0,-,ooc,False,OOWN,0.2521164021164021,5.9830687830687825,27409,False
average out,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
puffball,1,1,mon,2,0.875,1,0,conc,ooc,False,OOV/OOW,0.875,0.25,316,True
three - D,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
groundwork,1,1,mon,3,0.10526315789473684,1,0,abs-conc,ooc,False,OOV/OOW,0.18541451668386652,2.4437564499484004,3181,True
presentiment,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
tin,3,5,homonyms_only_different_pos,7,0.18181818181818182,3,3,abs-conc,True,False,OOV/OOW,0.4910031689443453,3.562977817389583,24417,True
wreath,1,3,poly,1,0.75,0,0,abs,ooc,False,0.4424005219865437,1.0,0.0,4419,True
red cent,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
dip,2,9,homonyms_only_different_pos,23,0.08695652173913043,8,10,abs-conc,True,False,0.01071671921238157,0.23075575996598413,17.692617520782363,6168,True
breathless,1,5,poly,3,None,2,0,-,ooc,False,0.24096864102605292,,,1040,False
shod,1,1,mon,3,None,0,0,-,ooc,False,OOV/OOW,,,413,False
intrepid,1,1,mon,1,1.0,0,0,-,ooc,False,0.6241248539564425,1.0,0.0,1921,False
dinner,1,2,poly,2,0.125,1,0,abs-conc,False,False,OOV/OOW,0.125,1.75,31803,True
heritable,1,3,poly,1,1.0,0,0,-,ooc,False,0.6980928381832406,1.0,0.0,1097,False
roach,2,3,homonyms_also_same_pos,7,0.15384615384615385,3,0,conc,ooc,False,0.1664556357601499,0.2832025170699733,5.017582380510188,6497,True
comic,2,6,homonyms_only_different_pos,3,None,1,0,conc,ooc,False,0.23488340150868192,,,97577,True
variety show,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
fuddle,2,2,homonyms_only_different_pos,4,0.25,1,3,abs,ooc,False,OOV/OOW,0.27777777777777773,2.8888888888888893,OOV,True
maguire,0,0,oov,0,None,0,0,-,False,False,OOWN,,,4980,False
mission,1,5,poly,5,0.23529411764705882,2,6,abs,False,False,OOV/OOW,0.4553731236084177,2.7231343819579115,204170,True
awesome,1,1,mon,1,1.0,0,0,-,False,False,1.0000000000000007,1.0,0.0,4716,False
risotto,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,199,True
keep down,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
monkey - puzzle,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
woolworths,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW,1.0,0.0,2205,True
cancer,1,2,poly,5,0.1,1,3,abs-conc-n,False,False,OOV/OOW,0.23125763125763124,3.843711843711844,114806,True
in - laws,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
on board,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
digital computer,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
mockingbird,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,1617,True
- logist,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
falls,1,1,mon,46,0.1111111111111111,0,0,abs-conc-n,ooc,False,0.1465181205565999,0.30220488375970256,32.09857534705368,115581,True
- fashion,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
recording,1,1,mon,8,0.1111111111111111,1,3,abs-conc,False,False,OOWN,0.2753263830186907,5.797388935850474,199948,True
Port Louis,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
charabanc,1,1,mon,1,1.0,0,0,conc,ooc,False,0.3578337303351841,1.0,0.0,102,True
rightie,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
Lima,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW,1.0,0.0,OOV,True
Bob Halverson,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
Konstantin Chernyshev,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
upstairs,2,2,homonyms_only_different_pos,4,None,1,0,conc,False,False,OOV/OOW,,,6858,True
instantaneous,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000004,1.0,0.0,2658,False
£7,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
burglary,1,1,mon,1,1.0,0,0,abs,False,False,1.0000000000000024,1.0,0.0,3287,True
instead,1,1,mon,2,None,2,0,-,False,False,0.3042521485379252,,,312141,False
chiromancy,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
sawhorse,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
museum,1,1,mon,1,1.0,0,0,conc,False,False,1.000000000000001,1.0,0.0,339106,True
rage,2,8,homonyms_only_different_pos,8,0.19047619047619047,3,7,abs,ooc,False,0.07026176030472613,0.38552074000990416,4.915834079920767,14583,True
interrelationship,0,0,oov,1,1.0,0,0,abs,False,False,0.6559977592843913,1.0,0.0,285,True
crap up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
firstly,1,0,oov,1,1.0,0,0,-,False,False,1.0000000000000016,1.0,0.0,11690,False
golliwog,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
balls-up,0,0,oov,1,1.0,0,0,abs,False,False,OOV/OOW,1.0,0.0,OOV,True
coast,2,8,homonyms_only_different_pos,5,0.125,2,0,abs-conc,False,False,0.35072746180361236,0.24985380116959063,3.750730994152047,281625,True
soft furnishings,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
silverside,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,230,True
cinquefoil,1,1,mon,2,0.36363636363636365,2,0,abs-conc,ooc,False,OOV/OOW,0.36363636363636365,1.2727272727272727,373,True
lowdown,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,306,False
beauty queen,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
nurseryman,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000004,1.0,0.0,320,True
private parts,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
tremulous,1,2,poly,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,163,False
day release course,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
proscenium,1,2,poly,2,0.5263157894736842,1,0,conc,ooc,False,OOV/OOW,0.5263157894736842,0.9473684210526316,1238,True
promising,1,1,mon,6,0.18181818181818182,1,0,-,False,False,OOV/OOW,0.305976430976431,4.1641414141414135,23613,False
fool's mate,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ditty,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0,539,True
horselaugh,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
grapevine,1,2,poly,2,0.1,2,0,abs-conc,ooc,False,OOV/OOW,0.1,1.8,1721,True
green light,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
mop,2,7,homonyms_only_different_pos,3,0.2222222222222222,1,0,conc,True,False,OOV/OOW,0.2222222222222222,2.3333333333333335,1495,True
reading,1,8,poly,19,0.10526315789473684,5,7,abs-n,True,False,OOV/OOW,0.2827236070820313,13.628251465441403,110376,True
staying-on,0,0,oov,0,None,0,0,-,True,False,OOWN,,,OOV,False
calendar month,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
kebab,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,987,True
fail,2,8,homonyms_only_different_pos,11,0.2,4,4,-,True,False,OOV/OOW,0.38297258297258296,6.787301587301587,23773,False
recidivist,1,1,mon,2,0.5454545454545454,1,0,conc,ooc,False,OOV/OOW,0.5454545454545454,0.9090909090909092,OOV,True
gaucho,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,783,True
colonialism,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004,1.0,0.0,4712,True
seepage,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0,974,True
dodds,0,0,oov,0,None,0,0,-,False,False,OOWN,,,2690,False
Confucius,1,1,mon,1,1.0,0,0,n,ooc,False,OOV/OOW,1.0,0.0,OOV,True
yes please,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
gearbox,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,7961,True
jukebox,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6065328821957876,1.0,0.0,2421,True
diagram,1,1,mon,2,None,0,0,conc,False,False,OOWN,,,12213,True
juice,2,4,homonyms_only_different_pos,4,0.1111111111111111,1,0,abs-conc,False,False,OOV/OOW,0.23332944288826643,3.0666822284469344,12735,True
clammy,1,1,mon,1,1.0,0,0,-,ooc,False,0.5378751474827372,1.0,0.0,106,False
shelves,1,1,mon,4,0.2222222222222222,0,0,conc,ooc,False,0.08675920391502162,0.2986111111111111,2.8055555555555554,4288,True
ally,2,3,homonyms_only_different_pos,3,0.125,1,1,abs-conc,True,False,OOWN,0.125,2.625,21999,True
curtain off,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
bone - idle,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
hand round,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
jack in,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
popping crease,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
alexandra,0,0,oov,0,None,0,0,-,False,False,OOWN,,,16686,False
Irish people,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
scallop,2,4,homonyms_only_different_pos,9,0.10526315789473684,5,0,abs-conc,ooc,False,0.2047912003346872,0.19090161483253587,7.281885466507177,886,True
rumoured,1,1,mon,1,1.0,0,0,-,ooc,False,0.10024551002916324,1.0,0.0,4186,False
master of ceremonies,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
xv,0,0,oov,2,None,0,0,abs,False,False,OOWN,,,11091,True
glider,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,8724,True
fairy tale,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
fettle,1,1,mon,2,None,0,0,abs,ooc,False,OOWN,,,OOV,True
tenement,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,2392,True
bummer,1,1,mon,2,0.23529411764705882,1,0,abs,ooc,False,OOWN,0.23529411764705882,1.5294117647058822,264,True
contra -,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
migratory,1,1,mon,2,None,0,0,-,ooc,False,OOWN,,,8363,False
city hall,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
duff,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000009,1.0,0.0,6698,True
par value,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
molasses,1,2,poly,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,1766,True
d120,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
relieve of,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
mis-spent,0,0,oov,0,None,0,0,-,True,False,OOWN,,,OOV,False
irrigation,0,0,oov,2,0.631578947368421,0,0,abs,False,False,OOWN,0.631578947368421,0.736842105263158,20582,True
North,1,3,poly,9,0.10526315789473684,1,0,abs-conc-n,ooc,True,OOV/OOW,0.3205981983845761,6.114616214538816,OOV,True
kneel,1,1,mon,2,None,0,0,abs,False,False,OOWN,,,1098,True
almoner,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016,1.0,0.0,412,True
fishplate,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
picture postcard,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
odyssey,1,1,mon,2,0.2,1,0,abs-n,ooc,False,OOWN,0.2,1.6,7732,True
leaven,2,4,homonyms_only_different_pos,3,0.14285714285714285,1,0,abs-conc,ooc,False,OOWN,0.14285714285714285,2.5714285714285716,235,True
life peer,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
skeptical,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,,7257,False
countermarch,1,1,mon,3,0.18181818181818182,1,0,abs,ooc,False,OOWN,0.18181818181818182,2.454545454545454,OOV,True
large,1,4,poly,11,None,5,0,abs,True,False,0.06431466530402716,,,709286,True
trail off,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
vemdalen,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
bely,0,0,oov,0,None,0,0,-,False,False,OOWN,,,336,False
outbrave,1,1,mon,2,0.2,1,0,-,ooc,False,OOWN,0.2,1.6,OOV,False
complain,1,2,poly,2,0.2857142857142857,1,3,-,False,False,OOV/OOW,0.2857142857142857,1.4285714285714286,4330,False
unshakeable,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,152,False
incite,1,2,poly,3,0.125,1,1,-,ooc,False,0.309250447190101,0.20039682539682538,2.3988095238095237,1958,False
workpeople,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
begotten,1,1,mon,2,None,0,0,-,ooc,False,0.26419677084486426,,,607,False
launch out,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
tideway,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000002,1.0,0.0,301,True
capt,0,0,oov,0,None,0,0,-,True,False,OOWN,,,1214,False
diamond jubilee,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
necrophilia,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0,324,True
supervise,1,1,mon,2,0.2222222222222222,1,1,-,False,False,0.5418262988654909,0.2222222222222222,1.5555555555555556,4898,False
full - throated,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
houseman,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002,1.0,0.0,714,True
concuss,1,1,mon,2,0.2,1,0,-,ooc,False,OOWN,0.2,1.6,OOV,False
stomach,2,5,homonyms_only_different_pos,6,0.11764705882352941,3,0,abs-conc,False,False,0.06664881096803907,0.2840036014405763,4.295978391356543,14477,True
prim,1,2,poly,5,0.2,2,0,-,ooc,False,0.14210024680457403,0.2333333333333333,3.8333333333333335,832,False
Martian,1,1,mon,2,None,0,0,n,ooc,False,OOWN,,,OOV,True
clock in,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
tatters,1,2,poly,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,321,True
pacific,1,2,poly,4,None,1,0,n,False,False,OOV/OOW,,,192436,True
self - respect,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
pointer,1,4,poly,4,0.1,2,0,abs-conc,ooc,False,0.28700428709191617,0.3310146280734516,2.6759414877061936,6881,True
ethnic,1,2,poly,3,None,2,0,conc,False,False,0.43180570850662414,,,82662,True
sidelong,1,1,mon,6,None,2,0,-,ooc,False,OOV/OOW,,,OOV,False
back out,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
sonorous,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000024,1.0,0.0,477,False
Victorian,1,2,poly,4,None,2,0,conc,ooc,False,OOV/OOW,,,OOV,True
Berkeley,0,0,oov,2,0.3,0,0,n,ooc,True,OOV/OOW,0.3,1.4,OOV,True
snooty,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002,1.0,0.0,272,False
sagacity,1,1,mon,2,0.2857142857142857,1,0,abs,ooc,False,OOWN,0.2857142857142857,1.4285714285714286,271,True
riot act,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ironmonger,1,1,mon,2,0.34782608695652173,0,0,conc,ooc,False,OOV/OOW,0.34782608695652173,1.3043478260869565,356,True
doings,1,2,poly,14,0.16666666666666666,0,0,abs,ooc,False,0.0678194005041388,0.3217541717541715,9.4954415954416,726,True
still-water,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
shook,1,1,mon,10,0.16666666666666666,0,0,conc,ooc,False,OOV/OOW,0.24294532627865958,7.570546737213403,4025,True
New Year's Day,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
evening prayer,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
jam session,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
once - over,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
incomprehension,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000022,1.0,0.0,147,True
involved,1,2,poly,12,0.15384615384615385,1,0,-,False,False,OOWN,0.2697633054775912,8.762840334268905,294006,False
overdraft,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0,485,True
emote,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002,1.0,0.0,150,False
unquenching,0,0,oov,0,None,0,0,-,True,False,OOWN,,,OOV,False
weapon,1,1,mon,2,0.11764705882352941,1,3,abs-conc,False,False,OOV/OOW,0.11764705882352941,1.7647058823529411,51836,True
- ous,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
victuals,1,1,mon,7,0.2,0,0,conc,ooc,False,0.14302024966221893,0.5240740740740741,3.331481481481481,187,True
eavesdrop,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000002,1.0,0.0,314,False
mouthwash,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0,320,True
farmhand,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,476,True
autonomy,1,1,mon,2,0.8571428571428571,1,0,abs,ooc,False,OOV/OOW,0.8571428571428571,0.2857142857142858,19881,True
emendation,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,197,True
severed,0,0,oov,3,0.5714285714285714,0,0,-,False,False,OOWN,0.5714285714285714,1.2857142857142858,8522,False
jack knife,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
oxygen tent,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
olmeda,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
horseflesh,1,2,poly,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
tussock,1,1,mon,1,1.0,0,0,abs,False,False,1.0000000000000009,1.0,0.0,915,True
night,1,13,poly,8,0.2222222222222222,2,7,abs-n,False,False,0.5231767756017714,0.4300797358570468,4.559362113143626,326741,True
rebound on,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
monotype,1,1,mon,2,0.11764705882352941,2,0,abs-conc,ooc,False,OOWN,0.11764705882352941,1.7647058823529411,878,True
variegation,1,1,mon,2,0.26666666666666666,0,0,abs,ooc,False,OOWN,0.26666666666666666,1.4666666666666668,109,True
decry,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,290,False
thorn,1,3,poly,3,0.1111111111111111,2,0,abs-conc,False,False,0.08606960206646179,0.14814814814814814,2.5555555555555554,6835,True
stole,2,3,homonyms_only_different_pos,4,0.3333333333333333,0,0,conc,ooc,False,OOWN,0.3333333333333333,2.666666666666667,12459,True
parer,1,1,mon,2,0.3076923076923077,0,0,conc,ooc,False,OOV/OOW,0.3076923076923077,1.3846153846153846,118,True
rescind,1,1,mon,1,1.0,0,1,-,ooc,False,1.000000000000002,1.0,0.0,1117,False
besmear,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
mischievous,1,2,poly,2,None,2,0,-,ooc,False,0.29700941062516145,,,2287,False
1927,0,0,oov,0,None,0,0,-,False,False,OOWN,,,81493,False
dolores,0,0,oov,0,None,0,0,-,False,False,OOWN,,,5453,False
L - plate,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
stonemason,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,1309,True
quango-like,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
Frisians,0,0,oov,2,0.25,0,0,abs,ooc,True,OOWN,0.25,1.5,OOV,True
fitter,1,1,mon,5,None,0,0,conc,False,False,OOWN,,,1059,True
larkspur,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,619,True
viridian,0,0,oov,0,None,0,0,-,False,False,OOWN,,,199,False
intelligence,1,2,poly,5,0.23529411764705882,2,0,abs,False,False,OOV/OOW,0.35257703081232494,3.2371148459383754,105722,True
Jul .,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
installation,1,2,poly,3,0.125,1,0,abs-conc,ooc,False,OOWN,0.2374338624338624,2.2876984126984126,37713,True
lifeline,1,3,poly,4,0.125,3,0,abs-conc,ooc,False,OOV/OOW,0.2632275132275132,2.947089947089947,1795,True
mediocre,1,1,mon,3,None,1,0,-,ooc,False,OOV/OOW,,,4926,False
unquote,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,139,False
ramsala,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
idiomatic,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000004,1.0,0.0,943,False
minuet,1,1,mon,2,0.2222222222222222,1,0,abs,ooc,False,OOWN,0.2222222222222222,1.5555555555555556,909,True
feud,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOWN,,,18059,True
mustard plaster,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Thursday,1,2,poly,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
valuation,1,3,poly,2,0.2222222222222222,1,3,abs,False,False,OOWN,0.2222222222222222,1.5555555555555556,5865,True
institution,1,4,poly,5,0.1,3,5,abs-conc,False,False,OOV/OOW,0.23072487969546795,3.8463756015226602,89700,True
stuffy,1,2,poly,3,None,2,0,-,ooc,False,0.08937795668440775,,,486,False
defer to,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
pavord,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
disburse,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002,1.0,0.0,217,False
reproving,1,1,mon,2,None,0,0,-,ooc,False,OOV/OOW,,,OOV,False
transmogrify,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
cite,1,4,poly,8,0.10526315789473684,3,5,abs,ooc,False,OOV/OOW,0.21119871209433344,6.310410303245332,6034,True
entity,1,1,mon,1,1.0,0,0,n,False,False,1.0000000000000016,1.0,0.0,31802,True
council,2,3,homonyms_only_different_pos,3,0.5333333333333333,1,0,abs,False,False,OOWN,0.5936507936507937,1.2190476190476192,509529,True
offensive,2,4,homonyms_only_different_pos,8,None,2,3,abs,True,False,0.11825242667112092,,,73259,True
mist,2,4,homonyms_only_different_pos,4,0.2,1,4,conc,ooc,False,OOV/OOW,0.23597883597883595,3.056084656084656,5570,True
surveillance,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007,1.0,0.0,23024,True
bridgework,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
bisexual,2,4,homonyms_only_different_pos,3,None,1,0,conc,ooc,False,OOV/OOW,,,7713,True
career girl,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
glad rags,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
doctrinaire,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOV/OOW,,,315,True
kindle,1,3,poly,3,0.25,1,3,-,ooc,False,OOWN,0.36904761904761907,1.8928571428571428,1994,False
lobe,1,2,poly,4,0.1111111111111111,1,0,abs-conc,ooc,False,OOWN,0.24674968277909456,3.0130012688836216,6798,True
assignment,1,2,poly,6,0.23529411764705882,2,7,abs,False,False,OOV/OOW,0.4086563001268883,3.54806219923867,27957,True
renowned,1,1,mon,1,1.0,0,0,-,ooc,False,0.7955424125941054,1.0,0.0,42068,False
sprint,2,3,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOWN,,,27976,True
vitalize,1,1,mon,2,0.2857142857142857,1,0,-,ooc,False,OOWN,0.2857142857142857,1.4285714285714286,OOV,False
distributive,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0,1414,False
manuscript,1,2,poly,2,0.7692307692307693,1,0,abs,ooc,False,OOWN,0.7692307692307693,0.46153846153846145,37143,True
timber,2,5,homonyms_only_different_pos,5,0.1111111111111111,1,0,abs-conc,False,False,0.24160070798554104,0.3969557969288754,3.015221015355623,41950,True
jaguar,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007,1.0,0.0,9039,True
willowy,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
flaky,1,1,mon,3,None,2,0,-,ooc,False,0.09591694856817108,,,531,False
loneliness,0,0,oov,3,0.42857142857142855,0,0,abs,False,False,OOV/OOW,0.4761904761904762,1.5714285714285712,4184,True
crabbed,1,3,poly,5,0.16666666666666666,0,0,-,ooc,False,OOV/OOW,0.2161375661375661,3.9193121693121697,OOV,False
chauvinism,1,2,poly,2,0.23529411764705882,1,0,abs,ooc,False,OOV/OOW,0.23529411764705882,1.5294117647058822,584,True
jitters,1,1,mon,3,0.25,0,0,abs,ooc,False,OOV/OOW,0.3944444444444444,1.8166666666666669,237,True
scrappy,2,2,homonyms_also_same_pos,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,915,False
potash,1,1,mon,1,0.9090909090909091,0,0,abs,ooc,False,1.000000000000001,1.0,0.0,1641,True
stool,1,5,poly,8,0.11764705882352941,4,4,abs-conc,False,False,0.2736229292285746,0.27709694989106753,5.783224400871459,2958,True
