word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word
velarize,1,1,mon,0,None,0,0,-,ooc,False,OOWN
discreetly,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000013
accommodating,1,2,poly,9,0.15384615384615385,1,0,-,ooc,False,OOWN
slap - up,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ir,0,0,oov,2,0.25,0,0,abs,False,False,0.16944912934639225
impanel,1,1,mon,2,0.16666666666666666,1,0,-,ooc,False,OOWN
refrigerate,1,1,mon,2,0.2,1,0,-,ooc,False,OOWN
evaluate,1,1,mon,2,0.8,1,3,-,False,False,OOV/OOW
gild,1,4,poly,2,None,0,0,abs,ooc,False,0.22138922627299334
whither,1,3,poly,0,None,0,0,-,False,False,OOWN
reactionary,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW
Mozambique,0,0,oov,1,1.0,0,0,n,ooc,True,OOV/OOW
ambivalence,0,0,oov,1,1.0,0,0,abs,False,False,1.0000000000000007
Slavs,0,0,oov,1,0.75,0,0,conc,ooc,True,OOWN
deca -,1,1,mon,0,None,0,0,-,ooc,False,OOWN
brass band,1,1,mon,0,None,0,0,-,ooc,False,OOWN
tie,2,16,homonyms_only_different_pos,18,0.10526315789473684,9,15,abs-conc,True,False,0.18189966531840895
cubbyhole,1,1,mon,2,0.375,1,0,abs-conc,ooc,False,OOV/OOW
gnarled,1,3,poly,3,0.25,0,0,-,ooc,False,0.1876401472943457
interlace,1,1,mon,2,0.25,1,0,-,ooc,False,OOV/OOW
avail,2,3,homonyms_only_different_pos,4,0.25,1,3,abs,ooc,False,OOWN
1989-90,0,0,oov,0,None,0,0,-,False,False,OOWN
randiness,0,0,oov,0,None,0,0,-,False,False,OOWN
inshore,1,1,mon,3,None,1,0,-,ooc,False,0.2640621916613903
printing office,1,1,mon,0,None,0,0,-,ooc,False,OOWN
belt,2,11,homonyms_only_different_pos,10,0.1,6,4,abs-conc,True,False,OOV/OOW
even - handed,1,1,mon,0,None,0,0,-,ooc,False,OOWN
1940,0,0,oov,0,None,0,0,-,False,False,OOWN
belt out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
metalware,0,0,oov,1,1.0,0,0,conc,False,False,OOV/OOW
outdistance,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
horrid,1,1,mon,2,None,1,0,-,ooc,False,OOWN
mandate,2,4,homonyms_only_different_pos,6,0.11764705882352941,5,6,abs-conc,False,False,OOWN
mother - in - law,1,1,mon,0,None,0,0,-,ooc,False,OOWN
nape,1,1,mon,1,1.0,0,0,conc,False,False,0.5895448236274757
hardwearing,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ex - serviceman,1,1,mon,0,None,0,0,-,ooc,False,OOWN
textile,1,1,mon,2,None,0,0,conc,False,False,0.47786767463816004
compendious,1,1,mon,1,1.0,0,0,-,ooc,False,0.6281716644016129
backbench,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000024
sticker,1,2,poly,4,0.10526315789473684,1,0,abs-conc,False,False,0.09691745586723896
elite,1,1,mon,2,None,0,0,abs,False,False,OOV/OOW
intifada,0,0,oov,1,1.0,0,0,abs,False,False,1.000000000000002
recitation,1,3,poly,4,0.25,0,0,abs,ooc,False,OOV/OOW
di,0,0,oov,0,None,0,0,-,False,False,OOWN
raiment,1,1,mon,2,None,0,0,conc,ooc,False,0.05688362692405489
adjudge,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW
astute,1,1,mon,1,1.0,0,0,-,True,False,1.000000000000001
javelin,1,2,poly,2,0.1111111111111111,1,0,abs-conc,ooc,False,OOWN
pleasant,1,3,poly,2,None,1,0,-,False,False,OOWN
undeniable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000007
milligan,0,0,oov,0,None,0,0,-,False,False,OOWN
webbing,1,1,mon,4,0.46153846153846156,1,0,conc,ooc,False,OOWN
southpaw,1,2,poly,2,0.6666666666666666,1,0,conc,ooc,False,OOV/OOW
race,3,14,homonyms_also_same_pos,10,0.125,6,10,abs-conc,False,False,0.10006382374911792
tuft,1,1,mon,2,0.13333333333333333,1,0,abs-conc,ooc,False,0.2935844796820219
contd .,1,1,mon,0,None,0,0,-,ooc,False,OOWN
shrug off,1,1,mon,0,None,0,0,-,ooc,False,OOWN
district,1,3,poly,2,None,0,3,conc,False,False,OOV/OOW
certificate,1,1,mon,4,0.13333333333333333,2,0,abs,ooc,False,0.43017174908139283
coloratura,1,3,poly,2,0.1,1,0,abs-conc,ooc,False,OOV/OOW
peso,1,1,mon,8,0.75,1,0,abs,ooc,False,OOV/OOW
back-row,0,0,oov,0,None,0,0,-,False,False,OOWN
reel off,1,1,mon,0,None,0,0,-,ooc,False,OOWN
teetotaller,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False,0.6884323272539077
concerted,1,2,poly,3,0.2,0,0,-,ooc,False,OOWN
overstuffed,1,2,poly,2,None,0,0,-,ooc,False,OOV/OOW
unobtrusive,1,2,poly,1,1.0,0,0,-,False,False,1.0000000000000016
lighter,2,3,homonyms_also_same_pos,29,0.2222222222222222,2,0,conc,False,False,0.1053101059002497
finch,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
whiff,2,5,homonyms_only_different_pos,8,0.07407407407407407,5,7,abs-conc,ooc,False,OOV/OOW
unconscionable,1,1,mon,2,None,1,0,-,ooc,False,0.24684304606641053
outweigh,1,2,poly,2,0.25,1,3,-,ooc,False,OOV/OOW
gangling,1,1,mon,2,None,1,0,-,ooc,False,OOWN
landmark,1,3,poly,4,0.14285714285714285,2,0,abs-conc,True,False,OOWN
disappear,1,2,poly,4,0.2222222222222222,1,1,-,False,False,OOWN
motorcyclist,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
luggage rack,1,1,mon,0,None,0,0,-,ooc,False,OOWN
bawling,0,0,oov,4,0.15384615384615385,0,0,conc,False,False,OOWN
pharisee,1,1,mon,2,0.631578947368421,1,0,conc,True,False,OOWN
superlative,2,4,homonyms_only_different_pos,4,0.23529411764705882,2,0,abs,ooc,False,OOV/OOW
casein,1,1,mon,2,0.5217391304347826,1,0,abs,ooc,False,OOV/OOW
scottish,0,0,oov,2,None,0,0,abs,False,False,OOV/OOW
significant,1,2,poly,4,None,3,0,-,False,False,OOWN
bleeding,1,1,mon,6,0.14285714285714285,0,0,abs,False,False,0.3828111598070717
likeness,1,2,poly,3,0.125,1,0,abs-conc,ooc,False,0.1406360105754179
siding,1,2,poly,3,0.6666666666666666,2,0,conc,ooc,False,OOV/OOW
presumptive heir,1,1,mon,0,None,0,0,-,ooc,False,OOWN
bauxite,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016
classically,0,0,oov,1,1.0,0,0,-,False,False,1.000000000000001
fiddle,2,9,homonyms_only_different_pos,8,0.2,2,5,conc,True,False,0.5444739790632469
unfamiliar,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000004
living fossil,1,2,poly,0,None,0,0,-,ooc,False,OOWN
flowery,1,3,poly,2,None,1,0,-,False,False,0.2284115793988362
personify,1,2,poly,3,0.11764705882352941,1,0,-,ooc,False,OOWN
exuberant,1,2,poly,3,None,1,0,-,True,False,0.27146117433897266
tattoo,3,6,homonyms_also_same_pos,4,0.1111111111111111,2,0,abs-conc,ooc,False,OOWN
dynamics,1,2,poly,2,0.3157894736842105,0,0,abs,ooc,False,0.33272433953831304
pirouette,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOWN
police station,1,1,mon,0,None,0,0,-,ooc,False,OOWN
smasher,1,1,mon,3,0.11764705882352941,1,0,abs-conc,False,False,0.06726162579956536
covenant,2,3,homonyms_only_different_pos,4,0.8,2,0,abs,ooc,False,0.18725008363608223
baccalaureate,1,1,mon,2,0.23529411764705882,2,0,abs,ooc,False,OOV/OOW
endue with,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Br,1,2,poly,2,0.46153846153846156,1,0,abs-n,ooc,False,OOV/OOW
handicap,2,4,homonyms_only_different_pos,6,0.14285714285714285,3,4,abs,True,False,0.16988661504495206
ploughboy,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
imaginable,1,1,mon,1,1.0,0,0,-,ooc,False,0.641406819002723
quaff,1,1,mon,2,None,0,0,abs,ooc,False,OOWN
unpleasant,1,2,poly,1,1.0,0,0,-,False,False,1.0000000000000007
biphenyl,0,0,oov,0,None,0,0,-,False,False,OOWN
capitalism,1,1,mon,1,1.0,0,0,abs,False,False,1.0000000000000007
clean - cut,1,3,poly,0,None,0,0,-,ooc,False,OOWN
sandpaper,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOV/OOW
palanquin,1,1,mon,1,1.0,0,0,conc,ooc,False,0.9999999999999998
1829,0,0,oov,0,None,0,0,-,False,False,OOWN
discipline,2,8,homonyms_only_different_pos,7,0.2857142857142857,3,8,abs,False,False,OOV/OOW
disapproval,1,2,poly,4,0.2857142857142857,1,0,abs,ooc,False,OOWN
homegrown,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001
circumcision,1,1,mon,3,0.18181818181818182,1,0,abs,ooc,False,OOV/OOW
stena,0,0,oov,0,None,0,0,-,False,False,OOWN
unharmed,0,0,oov,1,1.0,0,0,-,True,False,0.746463503497887
throb,2,2,homonyms_only_different_pos,5,0.2222222222222222,2,1,abs,ooc,False,OOWN
sit out,1,2,poly,0,None,0,0,-,ooc,False,OOWN
fallible,1,1,mon,2,None,1,0,-,ooc,False,OOWN
savour,2,3,homonyms_only_different_pos,5,0.2857142857142857,1,1,abs,True,False,OOWN
substratum,1,2,poly,3,0.13333333333333333,1,0,abs-conc,ooc,False,OOWN
truncate,1,1,mon,4,0.16666666666666666,2,3,-,ooc,False,OOWN
well - to - do,1,1,mon,0,None,0,0,-,ooc,False,OOWN
unanswered,0,0,oov,1,1.0,0,0,-,True,False,0.5574845090688615
title deed,1,1,mon,0,None,0,0,-,ooc,False,OOWN
tonal,1,1,mon,2,None,1,0,-,ooc,False,OOWN
comestible,1,1,mon,2,None,0,0,conc,ooc,False,OOWN
seven,1,1,mon,3,0.21052631578947367,0,0,abs,False,False,OOV/OOW
appearances,1,3,poly,6,0.25,0,0,abs,ooc,False,OOV/OOW
successful,1,2,poly,1,1.0,0,0,-,True,False,1.0000000000000024
reload,1,1,mon,2,0.5,1,0,-,ooc,False,OOWN
wyvern,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001
radicalism,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000002
Cleaveland,0,0,oov,0,None,0,0,-,ooc,True,OOWN
keelhaul,1,2,poly,0,None,0,0,-,ooc,False,OOWN
Tasmania,0,0,oov,2,0.375,0,0,n,ooc,True,OOWN
pompous,1,1,mon,2,None,2,0,-,True,False,OOWN
scientific,1,2,poly,2,None,1,0,-,False,False,OOWN
cordon bleu,1,2,poly,0,None,0,0,-,ooc,False,OOWN
hazel,2,3,homonyms_only_different_pos,5,0.09090909090909091,1,0,abs-conc,ooc,False,OOV/OOW
table linen,1,1,mon,0,None,0,0,-,ooc,False,OOWN
cantaloup,1,1,mon,2,0.3076923076923077,0,0,conc,ooc,False,OOV/OOW
dl,0,0,oov,1,1.0,0,0,abs,False,False,1.0000000000000016
brainy,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001
salamander,1,1,mon,3,0.09090909090909091,3,0,abs-conc,ooc,False,OOV/OOW
blockage,1,2,poly,3,0.125,1,4,abs-conc,ooc,False,OOWN
fluidity,1,1,mon,2,0.46153846153846156,0,0,abs,ooc,False,OOV/OOW
lubbock,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW
watch for,1,1,mon,0,None,0,0,-,ooc,False,OOWN
technique,1,2,poly,2,0.2857142857142857,1,4,abs,True,False,OOWN
mather,0,0,oov,0,None,0,0,-,False,False,OOWN
conwell,0,0,oov,0,None,0,0,-,False,False,OOWN
field day,1,3,poly,0,None,0,0,-,ooc,False,OOWN
wheelbarrow,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW
son,1,5,poly,2,0.1111111111111111,1,0,conc-n,True,False,OOWN
spoon,2,4,homonyms_only_different_pos,5,0.1111111111111111,3,0,abs-conc,ooc,False,0.2242117683110507
come across as,1,1,mon,0,None,0,0,-,ooc,False,OOWN
enigmatic,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW
go together,1,1,mon,0,None,0,0,-,ooc,False,OOWN
miniature,1,5,poly,3,0.631578947368421,1,0,conc,False,False,OOWN
rodeo,1,2,poly,2,0.09090909090909091,2,0,abs-conc,ooc,False,OOWN
nom .,1,1,mon,0,None,0,0,-,ooc,False,OOWN
injunction,1,2,poly,2,0.21052631578947367,1,0,abs,False,False,OOV/OOW
April fool,1,1,mon,0,None,0,0,-,ooc,False,OOWN
trace,3,11,homonyms_also_same_pos,14,0.125,5,12,abs-conc,True,False,0.198621237906538
latrine,1,1,mon,1,0.8181818181818182,0,0,conc,ooc,False,1.0000000000000009
spidery,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
woad,1,1,mon,2,0.2222222222222222,1,0,abs-conc,ooc,False,OOWN
Chippendale,2,2,homonyms_only_different_pos,2,None,0,0,n,ooc,False,OOV/OOW
asparagus,1,1,mon,2,0.2222222222222222,1,0,conc,ooc,False,OOV/OOW
corroboree,1,2,poly,0,None,0,0,-,ooc,False,OOWN
troublemaker,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False,1.0000000000000016
court of inquiry,1,1,mon,0,None,0,0,-,ooc,False,OOWN
high chair,1,1,mon,0,None,0,0,-,ooc,False,OOWN
capillary attraction,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ironmongery,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018
plinth,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
bally,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013
hurried,1,1,mon,4,0.15384615384615385,0,0,-,ooc,False,OOV/OOW
hospital,1,1,mon,2,0.11764705882352941,1,0,abs-conc,False,False,0.5777360849221335
judicature,1,2,poly,4,0.25,1,0,abs,ooc,False,0.2786289694914094
deprecatory,1,2,poly,1,1.0,0,0,-,ooc,False,OOV/OOW
nacelle,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007
high time,1,1,mon,0,None,0,0,-,ooc,False,OOWN
silence,2,7,homonyms_only_different_pos,6,0.5,2,1,abs,False,False,OOWN
tit for tat,1,2,poly,0,None,0,0,-,ooc,False,OOWN
unbosom,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
excrement,1,1,mon,1,1.0,0,0,abs,False,False,0.6884110582919338
practical joke,1,1,mon,0,None,0,0,-,ooc,False,OOWN
congratulations,1,1,mon,3,0.2857142857142857,0,0,abs,False,False,0.15080881680177433
efface,1,3,poly,3,0.18181818181818182,2,4,-,ooc,False,OOV/OOW
prehistoric,1,2,poly,3,None,1,0,-,ooc,False,0.47985434517504977
Jehovah,1,1,mon,2,0.8888888888888888,2,0,n,ooc,False,OOV/OOW
chive,1,2,poly,1,1.0,0,0,conc,ooc,False,OOV/OOW
payload,1,2,poly,2,0.25,1,0,abs-conc,ooc,False,0.41722036129589013
flour,2,2,homonyms_only_different_pos,3,0.2222222222222222,2,0,conc,False,False,OOWN
monthly,2,2,homonyms_only_different_pos,3,None,0,0,conc,False,False,OOWN
misfit,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000013
surrogate,1,2,poly,3,0.5454545454545454,1,0,conc,False,False,OOWN
infernal,1,2,poly,6,None,2,0,conc,ooc,False,0.2675526136971055
LP,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
greatcoat,1,2,poly,1,1.0,0,0,conc,ooc,False,0.6559598951354395
connective,1,2,poly,3,0.13333333333333333,2,0,abs-conc,ooc,False,0.12379089247585583
dedication,1,3,poly,5,0.2857142857142857,2,0,abs,ooc,False,OOWN
trueborn,1,1,mon,0,None,0,0,-,ooc,False,OOWN
typically,1,3,poly,1,1.0,0,0,-,False,False,1.0000000000000002
cuff link,1,1,mon,0,None,0,0,-,ooc,False,OOWN
sarcophagus,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016
bite on,1,1,mon,0,None,0,0,-,ooc,False,OOWN
hog,2,7,homonyms_only_different_pos,4,0.46153846153846156,2,0,conc,ooc,False,OOV/OOW
todd,0,0,oov,2,0.11764705882352941,0,0,n,False,False,OOV/OOW
showery,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
matrix,1,5,poly,6,0.13333333333333333,3,9,abs-conc,ooc,False,OOV/OOW
boil away,1,1,mon,0,None,0,0,-,ooc,False,OOWN
commutation,1,4,poly,4,0.16666666666666666,1,0,abs,ooc,False,OOV/OOW
fracture,2,3,homonyms_only_different_pos,9,0.18181818181818182,2,3,abs,False,False,OOV/OOW
steadily,0,0,oov,2,None,0,0,-,False,False,OOWN
certainty,1,2,poly,2,0.46153846153846156,1,0,abs,ooc,False,OOV/OOW
cloche,1,2,poly,2,0.631578947368421,2,0,conc,ooc,False,OOWN
fantasy,1,2,poly,4,0.25,1,0,abs,False,False,OOWN
aftermath,1,1,mon,2,0.14285714285714285,1,0,abs-conc,ooc,False,OOWN
gunner,1,3,poly,1,1.0,0,0,conc,ooc,False,0.6307683673497482
harrowing,1,1,mon,2,None,0,0,-,ooc,False,0.31351663280453296
lob,2,4,homonyms_only_different_pos,3,0.5,1,0,abs,ooc,False,OOWN
synthesis,1,2,poly,3,0.13333333333333333,2,0,abs-conc,ooc,False,OOV/OOW
platonic,1,1,mon,2,None,1,0,-,ooc,False,OOWN
all but,0,0,oov,0,None,0,0,-,False,False,OOWN
kinetic art,1,1,mon,0,None,0,0,-,ooc,False,OOWN
decision,1,4,poly,5,0.26666666666666666,3,6,abs,True,False,OOWN
notable,2,2,homonyms_only_different_pos,3,None,1,0,conc,False,False,0.4055150427334736
accomplished,1,2,poly,5,0.25,1,0,-,False,False,0.38096738600135993
patricide,1,2,poly,2,0.09090909090909091,1,0,abs-conc,ooc,False,OOWN
burn into,1,2,poly,0,None,0,0,-,ooc,False,OOWN
gingham,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
revolve round,1,1,mon,0,None,0,0,-,ooc,False,OOWN
smash - and - grab,1,1,mon,0,None,0,0,-,ooc,False,OOWN
brownie,1,1,mon,3,0.1111111111111111,2,0,abs-conc,ooc,False,0.16933911475130953
blue chip,1,1,mon,0,None,0,0,-,ooc,False,OOWN
reck,1,1,mon,0,None,0,0,-,ooc,False,OOWN
airship,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0
wattage,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001
jailer,1,1,mon,1,1.0,0,0,conc,ooc,False,0.41869404709419555
live wire,1,1,mon,0,None,0,0,-,ooc,False,OOWN
mismanage,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
stringent,1,2,poly,1,1.0,0,0,-,False,False,1.000000000000001
sea dog,1,1,mon,0,None,0,0,-,ooc,False,OOWN
law - breaker,1,1,mon,0,None,0,0,-,ooc,False,OOWN
old - womanish,1,1,mon,0,None,0,0,-,ooc,False,OOWN
dependency,1,2,poly,3,0.14285714285714285,2,0,abs-conc,False,False,OOWN
parsonage,1,1,mon,1,1.0,0,0,conc,ooc,False,0.6373304520388653
because of,1,1,mon,0,None,0,0,-,False,False,OOWN
trench coat,1,1,mon,0,None,0,0,-,ooc,False,OOWN
mark up,1,1,mon,0,None,0,0,-,ooc,False,OOWN
dining room,1,1,mon,0,None,0,0,-,ooc,False,OOWN
civics,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016
retouch,1,1,mon,2,0.2222222222222222,1,0,-,ooc,False,OOV/OOW
overleap,1,2,poly,3,0.25,1,4,-,ooc,False,OOWN
anonymity,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000007
onward,1,1,mon,2,None,1,0,-,ooc,False,0.6517293228953097
confidence trick,1,1,mon,0,None,0,0,-,ooc,False,OOWN
misinform,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
scabby,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
appeasement,1,2,poly,1,1.0,0,0,abs,True,False,1.0000000000000007
comment,2,2,homonyms_only_different_pos,6,0.15384615384615385,3,9,abs,False,False,0.41510975698565084
disquiet,2,2,homonyms_only_different_pos,3,0.375,1,0,abs,ooc,False,OOV/OOW
corundum,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000002
realistically,0,0,oov,2,None,0,0,-,False,False,OOWN
condescend,1,2,poly,4,0.2857142857142857,1,3,-,ooc,False,OOV/OOW
sediment,1,2,poly,3,0.5,1,0,conc,False,False,OOWN
ensconce,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
obverse,1,2,poly,2,0.11764705882352941,1,0,abs-conc,ooc,False,OOWN
temerity,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016
chaplet,1,3,poly,1,0.75,0,0,abs,ooc,False,0.453006795855804
fire station,1,1,mon,0,None,0,0,-,ooc,False,OOWN
inexpiable,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
kinetics,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000004
less,3,20,homonyms_only_different_pos,6,None,2,0,abs,False,False,OOV/OOW
sheffield,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW
opposite,3,4,homonyms_only_different_pos,11,0.15384615384615385,4,0,abs-conc,True,False,0.07246042055700447
necromancer,1,1,mon,2,0.6,0,0,conc,ooc,False,0.4352983146796317
lockstitch,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
discourse,1,2,poly,6,0.2857142857142857,2,5,abs,False,False,OOV/OOW
roundish,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000007
bengal,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW
plumber,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001
supplicate,1,2,poly,3,0.625,1,0,-,ooc,False,OOWN
ski stick,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ice cap,1,1,mon,0,None,0,0,-,ooc,False,OOWN
rating,1,5,poly,13,0.15384615384615385,2,5,abs,False,False,OOV/OOW
came,1,1,mon,21,0.2,0,0,-,ooc,False,OOV/OOW
yippee,1,1,mon,0,None,0,0,-,False,False,OOWN
newsmonger,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
Heaviside layer,1,1,mon,0,None,0,0,-,ooc,False,OOWN
brontosaurus,1,1,mon,1,1.0,0,0,conc,ooc,False,0.7054347160855019
eminently,1,0,oov,1,1.0,0,0,-,ooc,False,1.000000000000001
screen out,1,2,poly,0,None,0,0,-,ooc,False,OOWN
opening,2,5,homonyms_only_different_pos,25,0.10526315789473684,3,7,abs-conc,True,False,0.11562176260928236
cowheel,1,1,mon,0,None,0,0,-,ooc,False,OOWN
one - eyed,1,1,mon,0,None,0,0,-,ooc,False,OOWN
valvular,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013
woodwind,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007
pillory,2,3,homonyms_only_different_pos,4,0.18181818181818182,1,0,conc,ooc,False,OOWN
ably,1,1,mon,1,1.0,0,0,-,ooc,False,0.41976407667217186
befitting,1,1,mon,2,None,0,0,-,ooc,False,0.26285618947824513
taint,2,3,homonyms_only_different_pos,3,0.2,1,1,abs,ooc,False,OOWN
Orthodox Church,1,1,mon,0,None,0,0,-,ooc,False,OOWN
bench,1,5,poly,9,0.1111111111111111,6,7,abs-conc,False,False,0.12575153251826177
prophetic,1,2,poly,1,1.0,0,0,-,ooc,False,1.0
considering,3,3,homonyms_only_different_pos,9,0.14285714285714285,0,0,-,True,False,OOWN
silver - tongued,1,1,mon,0,None,0,0,-,ooc,False,OOWN
going-over,0,0,oov,2,0.2222222222222222,1,0,abs,True,False,OOV/OOW
bedeck,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
allocation,1,2,poly,3,0.26666666666666666,1,4,abs,False,False,0.3135342731443982
undulate,1,1,mon,5,0.2857142857142857,1,0,-,ooc,False,OOWN
synchrotron,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000007
disciple,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000018
- blooded,1,1,mon,0,None,0,0,-,ooc,False,OOWN
brasserie,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000013
graceless,1,2,poly,3,None,1,0,-,ooc,False,OOV/OOW
time lag,1,1,mon,0,None,0,0,-,ooc,False,OOWN
quantum,1,1,mon,2,0.3076923076923077,1,0,abs,False,False,OOWN
soldierly,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001
publicity agent,1,1,mon,0,None,0,0,-,ooc,False,OOWN
take apart,1,2,poly,0,None,0,0,-,ooc,False,OOWN
implication,1,3,poly,5,0.21052631578947367,1,0,abs,False,False,0.30245107113621433
mise - en - sc *B3 ne,1,2,poly,0,None,0,0,-,ooc,False,OOWN
whilst,0,0,oov,0,None,0,0,-,False,False,OOWN
r'n'b,0,0,oov,0,None,0,0,-,False,False,OOWN
dejection,1,1,mon,2,0.23529411764705882,1,0,abs,ooc,False,0.09436213078891117
unenviable,1,1,mon,2,None,1,0,-,ooc,False,OOWN
well - heeled,1,1,mon,0,None,0,0,-,ooc,False,OOWN
lover,1,2,poly,3,0.6666666666666666,1,0,conc,True,False,0.32887810488741875
execrate,1,1,mon,2,0.16666666666666666,1,0,-,ooc,False,OOV/OOW
cob,1,4,poly,4,0.26666666666666666,2,0,conc,ooc,False,OOV/OOW
obituary,1,1,mon,1,1.0,0,0,abs,False,False,0.6453526602513152
sulk,1,1,mon,2,None,0,0,abs,ooc,False,OOWN
flex,2,2,homonyms_only_different_pos,6,0.18181818181818182,1,4,abs,ooc,False,OOWN
£40,0,0,oov,0,None,0,0,-,False,False,OOWN
Citra Group,0,0,oov,0,None,0,0,-,ooc,True,OOWN
stronghold,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000004
surgeon,1,2,poly,1,1.0,0,0,conc,False,False,1.0000000000000013
drunken,1,2,poly,1,1.0,0,0,-,False,False,0.6476847491754116
parlous,1,2,poly,1,1.0,0,0,-,ooc,False,0.5953535903793479
religiously,1,2,poly,2,None,0,0,-,ooc,False,0.13955287491001583
film premi *B3 re,1,1,mon,0,None,0,0,-,ooc,False,OOWN
*31 clair,1,1,mon,0,None,0,0,-,ooc,False,OOWN
revolting,1,1,mon,4,0.14285714285714285,0,0,-,ooc,False,OOV/OOW
obligate,1,2,poly,4,0.2,2,1,-,ooc,False,OOWN
son of a bitch,1,1,mon,0,None,0,0,-,ooc,False,OOWN
darts,1,1,mon,7,0.09523809523809523,0,0,abs-conc,ooc,False,0.13288676731723503
cater to,1,2,poly,0,None,0,0,-,ooc,False,OOWN
P . S .,2,3,homonyms_also_same_pos,0,None,0,0,-,ooc,False,OOWN
vouchsafe,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
abrasive,2,3,homonyms_only_different_pos,3,None,1,0,abs,ooc,False,OOV/OOW
a fortiori,1,1,mon,0,None,0,0,-,ooc,False,OOWN
diet,3,6,homonyms_also_same_pos,6,0.1111111111111111,4,1,abs-conc,False,False,OOWN
proportional,1,2,poly,3,None,1,0,abs,False,False,OOWN
tranquillize,1,1,mon,2,0.2857142857142857,1,0,-,ooc,False,OOWN
maj,0,0,oov,0,None,0,0,-,False,False,OOWN
