word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities
anaemic,1,2,poly,2,None,1,0,-,True,False
underscore,1,1,mon,3,0.13333333333333333,1,1,abs,ooc,False
stationary,1,2,poly,2,None,1,0,-,ooc,False
mountainside,1,1,mon,1,1.0,0,0,conc,ooc,False
racecourse,1,1,mon,1,1.0,0,0,conc,ooc,False
eliot,0,0,oov,2,0.5714285714285714,0,0,n,False,False
samba,1,2,poly,5,0.09090909090909091,1,0,abs-conc,ooc,False
sectarian,2,2,homonyms_only_different_pos,3,None,1,0,conc,False,False
gourmet,1,1,mon,1,1.0,0,0,conc,ooc,False
blood plasma,1,1,mon,0,None,0,0,-,ooc,False
Sardinia,0,0,oov,2,0.375,0,0,n,ooc,True
petit four,1,1,mon,0,None,0,0,-,ooc,False
thyself,1,2,poly,0,None,0,0,-,ooc,False
rosewater,1,1,mon,0,None,0,0,-,ooc,False
mouthpiece,1,3,poly,6,0.4,2,0,conc,ooc,False
fanciful,1,3,poly,3,None,1,0,-,False,False
plutonium,1,1,mon,1,1.0,0,0,abs,ooc,False
meaningful,1,1,mon,1,1.0,0,0,-,ooc,False
fling out,1,1,mon,0,None,0,0,-,ooc,False
groupie,1,2,poly,1,1.0,0,0,conc,ooc,False
villein,1,1,mon,1,1.0,0,0,conc,ooc,False
myriad,1,2,poly,3,0.42857142857142855,2,0,abs,ooc,False
grill,2,5,homonyms_only_different_pos,4,0.14285714285714285,1,3,conc,False,False
hat trick,1,1,mon,0,None,0,0,-,ooc,False
thumb,2,10,homonyms_only_different_pos,6,0.2222222222222222,4,4,conc,True,False
supper,1,1,mon,2,0.13333333333333333,1,0,abs-conc,False,False
order about,1,1,mon,0,None,0,0,-,ooc,False
well - nigh,1,1,mon,0,None,0,0,-,ooc,False
diesel,0,0,oov,2,0.36363636363636365,1,0,conc-n,False,False
beg off,1,1,mon,0,None,0,0,-,ooc,False
fountain pen,1,1,mon,0,None,0,0,-,ooc,False
clasp knife,1,1,mon,0,None,0,0,-,ooc,False
virago,1,1,mon,2,0.5454545454545454,1,0,conc,ooc,False
finder,1,2,poly,3,0.4444444444444444,1,0,conc,False,False
gumdrop,1,1,mon,1,1.0,0,0,conc,ooc,False
sterility,1,1,mon,2,0.6666666666666666,0,0,abs,ooc,False
artistry,1,1,mon,1,1.0,0,0,abs,False,False
descended,1,1,mon,4,0.2857142857142857,0,0,-,ooc,False
John Bull,1,2,poly,0,None,0,0,-,ooc,False
renee,0,0,oov,0,None,0,0,-,False,False
American,1,1,mon,5,0.125,3,0,abs-conc,ooc,False
verdure,1,1,mon,2,0.10526315789473684,1,0,abs-conc,ooc,False
vogue,1,6,poly,2,0.25,1,0,abs,False,False
doublethink,1,1,mon,1,1.0,0,0,abs,ooc,False
aboard,1,1,mon,4,None,1,0,-,False,False
butane,1,1,mon,1,0.9166666666666666,0,0,abs,ooc,False
raspberry,1,3,poly,3,0.10526315789473684,2,0,abs-conc,ooc,False
skubiszewski,0,0,oov,0,None,0,0,-,False,False
kenton,0,0,oov,0,None,0,0,-,False,False
potpourri,1,2,poly,3,0.125,1,0,abs-conc,ooc,False
towering,1,2,poly,2,None,0,0,-,ooc,False
popish,1,1,mon,1,1.0,0,0,-,ooc,False
irresolute,1,1,mon,1,1.0,0,0,-,ooc,False
dreamboat,1,1,mon,0,None,0,0,-,ooc,False
de rigueur,1,1,mon,0,None,0,0,-,ooc,False
open - heart,1,1,mon,0,None,0,0,-,ooc,False
bah,1,1,mon,0,None,0,0,-,ooc,False
skin graft,1,1,mon,0,None,0,0,-,ooc,False
Tehran,0,0,oov,1,1.0,0,0,n,ooc,True
phenobarbitone,1,1,mon,1,1.0,0,0,conc,ooc,False
labour exchange,1,1,mon,0,None,0,0,-,ooc,False
cram - full,1,1,mon,0,None,0,0,-,ooc,False
snatch,2,5,homonyms_only_different_pos,8,0.08695652173913043,5,4,abs-conc,True,False
watermelon,1,1,mon,2,0.3333333333333333,2,0,conc,ooc,False
auricle,1,2,poly,2,0.6666666666666666,2,0,conc,ooc,False
capitulation,1,1,mon,3,0.25,1,0,abs,ooc,False
UK,1,1,mon,1,1.0,0,0,n,ooc,True
barelegged,1,1,mon,1,1.0,0,0,-,ooc,False
croquette,1,1,mon,1,1.0,0,0,conc,ooc,False
agehot,0,0,oov,0,None,0,0,-,False,False
publicize,1,1,mon,2,0.6666666666666666,1,1,-,ooc,False
australian,0,0,oov,3,0.15384615384615385,0,0,abs-conc,False,False
concessive clause,1,1,mon,0,None,0,0,-,ooc,False
Don,1,1,mon,7,0.10526315789473684,2,0,abs-conc-n,ooc,False
monochrome,2,3,homonyms_only_different_pos,3,0.631578947368421,1,0,conc,ooc,False
cumulative,1,1,mon,1,1.0,0,0,-,ooc,False
notarize,1,1,mon,1,1.0,0,0,-,ooc,False
chronic,1,3,poly,3,None,0,0,-,ooc,False
keith,0,0,oov,0,None,0,0,-,False,False
cat's paw,1,3,poly,0,None,0,0,-,ooc,False
attachment,1,5,poly,7,0.1111111111111111,4,8,abs-conc,False,False
lambaste,1,1,mon,2,0.2,1,0,-,ooc,False
steak,1,2,poly,1,1.0,0,0,conc,False,False
chateau,0,0,oov,1,1.0,0,0,conc,False,False
puzzler,1,1,mon,1,1.0,0,0,abs,ooc,False
smooth over,1,1,mon,0,None,0,0,-,ooc,False
tolerance,1,5,poly,5,0.2222222222222222,2,0,abs,ooc,False
hit off,1,2,poly,0,None,0,0,-,ooc,False
testy,1,2,poly,1,1.0,0,0,-,ooc,False
threshing machine,1,1,mon,0,None,0,0,-,ooc,False
electric fence,1,1,mon,0,None,0,0,-,ooc,False
knocking,0,0,oov,7,0.18181818181818182,0,0,abs,False,False
economical,1,1,mon,3,None,2,0,-,ooc,False
hackwork,1,1,mon,1,1.0,0,0,abs,ooc,False
hypotenuse,1,1,mon,1,1.0,0,0,abs,ooc,False
deify,1,3,poly,2,0.16666666666666666,1,0,-,ooc,False
proconsul,1,2,poly,3,0.48,2,0,conc,ooc,False
Islamic Republic of Iran,0,0,oov,0,None,0,0,-,ooc,True
gang,1,3,poly,5,0.125,1,0,abs-conc,ooc,False
liven up,1,1,mon,0,None,0,0,-,ooc,False
legroom,1,1,mon,0,None,0,0,-,ooc,False
orchestra pit,1,1,mon,0,None,0,0,-,ooc,False
hemp,1,1,mon,3,0.2,1,0,abs-conc,ooc,False
put - upon,1,1,mon,0,None,0,0,-,ooc,False
close with,1,3,poly,0,None,0,0,-,ooc,False
ambiguity,1,2,poly,2,0.2857142857142857,1,0,abs,ooc,False
dashboard,1,1,mon,2,0.5555555555555556,2,0,conc,ooc,False
freightliner,1,1,mon,0,None,0,0,-,ooc,False
1500,0,0,oov,0,None,0,0,-,False,False
mallet,1,2,poly,3,0.6666666666666666,1,0,conc,ooc,False
p.c.,0,0,oov,0,None,0,0,-,False,False
vital force,1,1,mon,0,None,0,0,-,ooc,False
potting shed,1,1,mon,0,None,0,0,-,ooc,False
humankind,1,1,mon,1,0.9333333333333333,0,0,abs,ooc,False
gambit,1,2,poly,3,0.2222222222222222,2,0,abs,ooc,False
gee,1,1,mon,3,0.25,1,0,abs,ooc,False
shooting gallery,1,1,mon,0,None,0,0,-,ooc,False
bierley,0,0,oov,0,None,0,0,-,False,False
commodity,1,2,poly,1,1.0,0,1,conc,False,False
aquiline,1,1,mon,1,1.0,0,0,-,ooc,False
eyeglass,1,2,poly,1,1.0,0,0,conc,ooc,False
butchery,1,2,poly,3,0.09523809523809523,2,0,abs-conc,ooc,False
betide,1,2,poly,1,1.0,0,0,-,ooc,False
infliction,1,2,poly,3,0.375,1,0,abs,ooc,False
gallows,1,1,mon,1,1.0,0,0,conc,ooc,False
Sacrament,1,1,mon,1,1.0,0,0,abs,ooc,False
"University of Maryland, College Park",0,0,oov,0,None,0,0,-,ooc,True
switch on,1,1,mon,0,None,0,0,-,ooc,False
connote,1,1,mon,2,0.8421052631578947,1,0,-,ooc,False
doggy,1,1,mon,1,0.8666666666666667,0,0,conc,ooc,False
evacuate,1,3,poly,5,0.25,1,4,-,ooc,False
gully,1,3,poly,1,1.0,0,0,conc,ooc,False
teacake,1,1,mon,2,0.8235294117647058,1,0,conc,ooc,False
overturn,1,2,poly,8,0.18181818181818182,3,5,abs,True,False
adrenalin,1,2,poly,1,0.9166666666666666,0,0,abs,False,False
front - runner,1,1,mon,0,None,0,0,-,ooc,False
tot up,1,1,mon,0,None,0,0,-,ooc,False
serial number,1,1,mon,0,None,0,0,-,ooc,False
1910,0,0,oov,0,None,0,0,-,False,False
warden,1,4,poly,1,1.0,0,4,conc,ooc,False
Baptists,0,0,oov,2,0.11764705882352941,0,0,abs-conc,ooc,True
remark on,1,1,mon,0,None,0,0,-,ooc,False
filing clerk,1,1,mon,0,None,0,0,-,ooc,False
pedicure,1,1,mon,2,None,0,0,abs,ooc,False
scrooge,1,1,mon,1,1.0,0,0,conc,ooc,False
funny bone,1,1,mon,0,None,0,0,-,ooc,False
voucher,1,3,poly,3,0.13333333333333333,1,0,abs-conc,False,False
fire fighter,1,1,mon,0,None,0,0,-,ooc,False
realize,1,4,poly,6,0.2,3,4,-,False,False
scandalise,0,0,oov,1,1.0,0,0,-,False,False
lignite,1,1,mon,1,0.75,0,0,abs,ooc,False
madame,0,0,oov,1,1.0,0,0,conc,False,False
housebreaker,1,1,mon,2,0.4444444444444444,0,0,conc,ooc,False
jujube,1,1,mon,3,0.18181818181818182,2,0,conc,ooc,False
understatement,1,2,poly,1,1.0,0,0,abs,ooc,False
ageing,1,3,poly,6,0.2,1,0,conc,True,False
Jacobean,1,1,mon,2,None,0,0,conc,ooc,False
revolt,2,5,homonyms_only_different_pos,4,0.14285714285714285,2,3,abs,ooc,False
nonsmoker,1,2,poly,2,0.42105263157894735,0,0,conc,ooc,False
combining form,1,1,mon,0,None,0,0,-,ooc,False
eyepiece,1,1,mon,1,1.0,0,0,conc,ooc,False
computer,1,1,mon,2,0.4444444444444444,1,3,conc,False,False
let off,2,6,homonyms_only_different_pos,0,None,0,0,-,ooc,False
site,2,3,homonyms_only_different_pos,4,0.3333333333333333,1,4,conc,True,False
whatnot,1,2,poly,1,1.0,0,0,conc,ooc,False
frippery,1,2,poly,1,1.0,0,0,conc,ooc,False
prestidigitation,1,1,mon,1,1.0,0,0,abs,ooc,False
raceme,1,1,mon,1,1.0,0,0,conc,ooc,False
scaup,0,0,oov,1,1.0,0,0,conc,False,False
unrequited,1,1,mon,1,1.0,0,0,-,ooc,False
dissolution,1,3,poly,5,0.10526315789473684,2,6,abs-conc,ooc,False
baths,1,1,mon,7,0.1,0,0,abs-conc-n,ooc,False
mornings,1,1,mon,4,0.23529411764705882,0,0,abs,ooc,False
casement window,1,1,mon,0,None,0,0,-,ooc,False
silver paper,1,1,mon,0,None,0,0,-,ooc,False
cannibalize,1,1,mon,2,0.3333333333333333,2,0,-,ooc,False
reveal,1,2,poly,3,0.18181818181818182,1,3,-,True,False
pommel horse,1,1,mon,0,None,0,0,-,ooc,False
observer,1,2,poly,2,0.7058823529411765,1,0,conc,False,False
flashback,1,1,mon,2,0.2222222222222222,1,0,abs,ooc,False
11-5,0,0,oov,0,None,0,0,-,False,False
ionosphere,1,1,mon,1,1.0,0,0,conc,ooc,False
suds,1,1,mon,4,0.17391304347826086,2,0,abs,ooc,False
petrifaction,1,3,poly,2,0.3076923076923077,0,0,conc,ooc,False
pothouse,1,1,mon,1,1.0,0,0,conc,ooc,False
£500,0,0,oov,0,None,0,0,-,False,False
trooper,1,3,poly,4,0.48,2,0,conc,ooc,False
bullring,1,1,mon,1,1.0,0,0,conc,ooc,False
dis -,1,3,poly,0,None,0,0,-,ooc,False
simplicity,1,2,poly,5,0.6153846153846154,2,0,abs,False,False
University of Cambridge,0,0,oov,0,None,0,0,-,ooc,True
big time,1,1,mon,0,None,0,0,-,ooc,False
imbed,1,1,mon,1,1.0,0,0,-,ooc,False
merchandise,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False
Mussolini,0,0,oov,1,1.0,0,0,n,ooc,True
bereave,1,1,mon,1,1.0,0,0,-,ooc,False
deceitful,1,1,mon,2,None,1,0,-,ooc,False
rehabilitate,1,3,poly,3,0.7272727272727273,1,0,-,ooc,False
dry - clean,1,1,mon,0,None,0,0,-,ooc,False
Sunday best,1,1,mon,0,None,0,0,-,ooc,False
miss,3,14,homonyms_also_same_pos,12,0.125,6,11,abs-conc,True,False
biographical,1,1,mon,1,1.0,0,0,-,ooc,False
taster,1,1,mon,1,1.0,0,0,conc,ooc,False
treasonable,1,1,mon,1,1.0,0,0,-,ooc,False
pitman,1,1,mon,2,0.5,1,0,conc-n,ooc,False
airhostess,1,1,mon,0,None,0,0,-,ooc,False
shove,2,3,homonyms_only_different_pos,4,0.6666666666666666,1,4,abs,True,False
telex,2,3,homonyms_only_different_pos,2,None,0,0,conc,ooc,False
heirloom,1,1,mon,2,0.6153846153846154,1,0,abs,ooc,False
herring,1,2,poly,2,0.19047619047619047,1,0,conc,ooc,False
pose,2,6,homonyms_only_different_pos,9,0.16666666666666666,6,7,abs,False,False
underwriter,1,2,poly,3,0.11764705882352941,0,3,abs-conc,ooc,False
gave,1,1,mon,44,0.1,0,0,-,ooc,False
machination,1,1,mon,1,1.0,0,0,abs,ooc,False
outgoings,1,1,mon,1,1.0,0,0,-,ooc,False
step -,1,1,mon,0,None,0,0,-,ooc,False
in the order of,0,0,oov,0,None,0,0,-,False,False
12-nation,0,0,oov,0,None,0,0,-,False,False
readership,1,2,poly,1,1.0,0,0,abs,ooc,False
curative,1,1,mon,2,None,0,0,conc,False,False
portion,1,4,poly,8,0.16666666666666666,1,5,abs-conc,False,False
weight down,1,1,mon,0,None,0,0,-,ooc,False
pron,1,1,mon,0,None,0,0,-,ooc,False
good book,1,1,mon,0,None,0,0,-,ooc,False
coddled,0,0,oov,2,0.2,0,0,-,False,False
crossbreed,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False
come about,1,2,poly,0,None,0,0,-,ooc,False
stomach pump,1,1,mon,0,None,0,0,-,ooc,False
thickly,0,0,oov,5,None,0,0,-,False,False
sugarcane,1,1,mon,2,0.38095238095238093,0,0,conc,ooc,False
criterion,1,1,mon,2,0.3076923076923077,1,0,abs,False,False
two - way,1,2,poly,0,None,0,0,-,ooc,False
conceive,1,2,poly,3,0.25,1,3,-,True,False
distortion,1,2,poly,6,0.11764705882352941,1,0,abs-conc,ooc,False
chum up,1,1,mon,0,None,0,0,-,ooc,False
pension,2,2,homonyms_also_same_pos,2,None,0,3,abs,False,False
imbibe,1,1,mon,4,0.2,1,4,-,ooc,False
directory,1,1,mon,2,0.1,1,0,abs-conc,False,False
Polack,1,1,mon,1,1.0,0,0,conc,ooc,False
plead,1,5,poly,4,0.125,2,4,-,False,False
boffin,1,1,mon,1,1.0,0,0,conc,ooc,False
rajah,1,1,mon,1,1.0,0,0,conc,ooc,False
rizzi,0,0,oov,0,None,0,0,-,False,False
lout,1,1,mon,1,1.0,0,0,conc,ooc,False
- stemmed,1,1,mon,0,None,0,0,-,ooc,False
grocer,1,1,mon,1,1.0,0,0,conc,ooc,False
maximum,1,1,mon,4,0.125,1,0,abs-conc,False,False
logistic,1,1,mon,1,1.0,0,0,-,ooc,False
particularity,1,3,poly,1,1.0,0,0,abs,False,False
setting,1,5,poly,32,0.11764705882352941,3,9,abs-conc,True,False
red admiral,1,1,mon,0,None,0,0,-,ooc,False
affiliate,1,1,mon,4,0.15384615384615385,2,1,abs-conc,ooc,False
prima ballerina,1,1,mon,0,None,0,0,-,ooc,False
pub - crawl,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False
bookmaker,1,1,mon,2,0.631578947368421,1,0,conc,ooc,False
transient,2,3,homonyms_only_different_pos,4,0.13333333333333333,3,0,abs-conc,ooc,False
monolith,1,1,mon,1,1.0,0,4,conc,ooc,False
arizona,0,0,oov,2,0.1111111111111111,0,0,abs-n,False,False
limestone,1,1,mon,1,1.0,0,0,abs,ooc,False
stairway,0,0,oov,1,1.0,0,0,conc,False,False
conveyer,1,2,poly,2,0.1111111111111111,0,0,abs-conc,ooc,False
God,1,6,poly,4,0.11764705882352941,1,0,abs-conc-n,ooc,False
football pools,1,1,mon,0,None,0,0,-,ooc,False
ingrown,1,1,mon,1,1.0,0,0,-,ooc,False
proselyte,1,1,mon,1,0.6666666666666666,0,0,conc,ooc,False
Romanians,0,0,oov,2,0.11764705882352941,0,0,abs-conc,ooc,True
domicile,2,3,homonyms_only_different_pos,3,0.35294117647058826,1,0,conc,ooc,False
mildew,2,3,homonyms_only_different_pos,3,0.26666666666666666,1,0,conc,ooc,False
sidestroke,1,1,mon,1,1.0,0,0,abs,ooc,False
absorbing,1,1,mon,10,0.18181818181818182,0,0,-,True,False
chewing gum,1,1,mon,0,None,0,0,-,ooc,False
papadum,1,1,mon,0,None,0,0,-,ooc,False
means,1,10,poly,11,0.125,2,0,abs-conc,True,False
narcissistic,0,0,oov,1,1.0,0,0,-,True,False
testament,1,1,mon,4,0.23529411764705882,2,0,abs,False,False
biosphere,1,1,mon,1,1.0,0,0,conc,ooc,False
demarcate,1,2,poly,2,0.2,1,0,-,ooc,False
plummete,0,0,oov,0,None,0,0,-,False,False
fend,1,1,mon,2,0.25,2,3,-,ooc,False
feast,2,4,homonyms_only_different_pos,7,0.11764705882352941,2,3,abs-conc,ooc,False
vivace,1,1,mon,2,None,0,0,-,ooc,False
knackered,1,1,mon,1,1.0,0,0,-,ooc,False
wan,1,1,mon,5,None,1,0,conc,False,False
turbulent,1,1,mon,2,None,1,0,-,ooc,False
safety belt,1,2,poly,0,None,0,0,-,ooc,False
golden wedding,1,0,oov,0,None,0,0,-,ooc,False
witness to,1,2,poly,0,None,0,0,-,ooc,False
bulbous,1,1,mon,2,None,1,0,-,True,False
Ryan Seacrest,0,0,oov,0,None,0,0,-,ooc,True
knock about,2,5,homonyms_only_different_pos,0,None,0,0,-,ooc,False
£100million,0,0,oov,0,None,0,0,-,False,False
merman,1,1,mon,2,0.1111111111111111,1,0,abs-n,ooc,False
dispose to,1,2,poly,0,None,0,0,-,ooc,False
see-sawing,0,0,oov,0,None,0,0,-,True,False
cygnet,1,1,mon,1,0.9230769230769231,0,0,conc,ooc,False
corduroy road,1,1,mon,0,None,0,0,-,ooc,False
tarsus,1,1,mon,1,1.0,0,0,conc,ooc,False
marrowbone,1,1,mon,1,1.0,0,0,conc,ooc,False
gifford,0,0,oov,0,None,0,0,-,False,False
Republic of Moldova,0,0,oov,0,None,0,0,-,ooc,True
meow,1,1,mon,2,None,0,0,abs,False,False
ribbon,1,3,poly,4,0.13333333333333333,2,0,abs-conc,True,False
riotous,1,2,poly,3,None,1,0,-,ooc,False
cross talk,1,2,poly,0,None,0,0,-,ooc,False
19.6p,0,0,oov,0,None,0,0,-,False,False
mistaken,1,3,poly,4,0.2857142857142857,1,0,-,False,False
belongings,1,1,mon,8,0.3333333333333333,0,0,abs,ooc,False
national assistance,1,1,mon,0,None,0,0,-,ooc,False
jiggle,2,2,homonyms_only_different_pos,2,None,0,0,abs,ooc,False
transverse,1,1,mon,1,1.0,0,0,-,False,False
- borne,1,1,mon,0,None,0,0,-,ooc,False
collywobbles,1,1,mon,1,1.0,0,0,abs,ooc,False
invigorate,1,1,mon,4,0.2,1,0,-,ooc,False
transmigration,1,1,mon,1,1.0,0,0,abs,ooc,False
go along,1,4,poly,0,None,0,0,-,ooc,False
battlefield,1,2,poly,1,1.0,0,0,conc,ooc,False
fleck,2,3,homonyms_only_different_pos,3,0.26666666666666666,1,0,conc,ooc,False
RIP,1,1,mon,8,0.10526315789473684,0,0,abs-conc,ooc,False
psychiatric,1,1,mon,1,1.0,0,0,-,False,False
an,1,1,mon,1,1.0,0,0,abs,False,False
unrepentant,0,0,oov,2,None,1,0,-,False,False
transalpine,1,1,mon,2,None,0,0,conc,ooc,False
indecipherable,1,1,mon,2,None,1,0,-,ooc,False
narcissism,1,2,poly,1,1.0,0,0,abs,ooc,False
even if,0,0,oov,0,None,0,0,-,False,False
Baghdad,0,0,oov,1,1.0,0,0,n,ooc,True
airbed,1,1,mon,0,None,0,0,-,ooc,False
linocut,1,2,poly,2,0.5555555555555556,1,0,conc,ooc,False
resistance,1,8,poly,11,0.1111111111111111,4,7,abs-conc,True,False
trite,1,1,mon,1,1.0,0,0,-,ooc,False
ejaculate,1,2,poly,3,0.2222222222222222,2,0,abs,ooc,False
stick out for,1,1,mon,0,None,0,0,-,ooc,False
whack,2,4,homonyms_only_different_pos,3,0.4444444444444444,1,4,abs,False,False
peon,1,2,poly,1,1.0,0,0,conc,ooc,False
Muhammad Ali,0,0,oov,0,None,0,0,-,ooc,True
flambeau,1,1,mon,1,1.0,0,0,conc,ooc,False
marry off,1,1,mon,0,None,0,0,-,ooc,False
catchy,1,1,mon,2,None,1,0,-,ooc,False
muster,2,5,homonyms_only_different_pos,4,0.14285714285714285,3,0,abs,True,False
Pianola,1,1,mon,1,1.0,0,0,conc,ooc,False
brood,3,6,homonyms_only_different_pos,6,0.2,1,0,abs,True,False
poinsettia,1,1,mon,1,1.0,0,0,conc,ooc,False
home,5,17,homonyms_only_different_pos,17,0.1111111111111111,8,6,abs-conc,True,False
shell,2,9,homonyms_only_different_pos,18,0.19047619047619047,6,7,abs-conc,ooc,False
soviet,1,1,mon,2,None,0,0,abs,False,False
violet,1,3,poly,3,0.1,1,0,abs-conc,False,False
scaly,1,1,mon,2,None,1,0,-,ooc,False
maturation,1,1,mon,3,0.7272727272727273,2,0,conc,ooc,False
realistic,1,2,poly,3,None,2,0,-,False,False
aboriginal,2,2,homonyms_only_different_pos,5,0.6666666666666666,1,0,abs-conc,ooc,False
appreciable,1,1,mon,1,1.0,0,0,-,ooc,False
tireless,1,1,mon,2,None,1,0,-,True,False
clan,1,2,poly,1,1.0,0,0,abs,ooc,False
corm,1,1,mon,1,1.0,0,0,conc,ooc,False
overtones,1,1,mon,2,0.2222222222222222,0,0,abs,ooc,False
venison,1,1,mon,1,1.0,0,0,conc,ooc,False
navy blue,1,1,mon,0,None,0,0,-,ooc,False
grassland,1,1,mon,1,0.875,0,0,abs,False,False
causeless,1,1,mon,2,None,0,0,-,ooc,False
brickwork,1,1,mon,1,1.0,0,0,conc,False,False
weigh out,1,1,mon,0,None,0,0,-,ooc,False
twentieth-century,0,0,oov,0,None,0,0,-,False,False
match,3,13,homonyms_also_same_pos,19,0.11764705882352941,9,13,abs-conc,True,False
- buster,1,1,mon,0,None,0,0,-,ooc,False
prerogative,1,1,mon,1,1.0,0,0,abs,ooc,False
monotone,1,1,mon,4,0.35294117647058826,2,0,abs,ooc,False
mailing list,1,1,mon,0,None,0,0,-,ooc,False
ronnie,0,0,oov,0,None,0,0,-,False,False
shift,2,9,homonyms_only_different_pos,23,0.1,5,17,abs-conc,True,False
Highness,1,1,mon,3,0.13333333333333333,1,0,abs-conc,ooc,False
step-over,0,0,oov,0,None,0,0,-,False,False
teddy bear,1,1,mon,0,None,0,0,-,ooc,False
jaded,1,1,mon,4,0.2,1,0,-,False,False
agrarian,1,1,mon,1,1.0,0,0,-,ooc,False
French fry,1,1,mon,0,None,0,0,-,ooc,False
causative,2,3,homonyms_only_different_pos,1,1.0,0,0,-,ooc,False
flying doctor,1,1,mon,0,None,0,0,-,ooc,False
doeskin,1,3,poly,2,0.23529411764705882,1,0,abs-conc,ooc,False
pullet,1,1,mon,2,0.16,1,0,conc,ooc,False
bottleneck,1,2,poly,4,0.15384615384615385,2,0,abs-conc,ooc,False
mongrel,1,3,poly,2,0.4444444444444444,1,0,conc,ooc,False
hibernate,1,1,mon,2,0.2222222222222222,1,0,-,ooc,False
sashay,1,1,mon,6,0.25,3,0,abs,ooc,False
GNP,1,1,mon,1,1.0,0,0,abs,ooc,False
boat train,1,1,mon,0,None,0,0,-,ooc,False
binoculars,1,1,mon,1,1.0,0,0,conc,ooc,False
puny,1,1,mon,2,None,1,0,-,True,False
in order,0,0,oov,0,None,0,0,-,False,False
toby jug,1,1,mon,0,None,0,0,-,ooc,False
mightn't,1,1,mon,0,None,0,0,-,ooc,False
Morpheus,1,1,mon,1,1.0,0,0,n,ooc,False
prospective,1,2,poly,1,1.0,1,0,-,False,False
couture,1,1,mon,1,1.0,0,0,abs,False,False
gillie,1,1,mon,2,0.4,2,0,conc,ooc,False
pincers,1,1,mon,2,0.2222222222222222,0,0,conc,ooc,False
ugly,1,3,poly,4,None,2,0,-,True,False
irruption,1,1,mon,3,0.13333333333333333,0,0,abs-conc,ooc,False
pasture,2,6,homonyms_only_different_pos,4,0.2,2,0,abs-conc,ooc,False
ornamentation,1,1,mon,3,0.125,1,0,abs-conc,ooc,False
flop,3,5,homonyms_only_different_pos,9,0.1111111111111111,4,3,abs-conc,True,False
eclogue,1,1,mon,1,1.0,0,0,abs,ooc,False
vanished,0,0,oov,6,0.2,0,0,-,True,False
out - of - door,1,1,mon,0,None,0,0,-,ooc,False
overkill,1,2,poly,2,0.23529411764705882,2,0,abs,ooc,False
resonator,1,1,mon,3,0.5,1,0,conc,ooc,False
fiscal,2,2,homonyms_only_different_pos,1,1.0,0,0,-,False,False
mama,2,2,homonyms_also_same_pos,2,0.09523809523809523,1,0,conc-n,False,False
castor,1,1,mon,5,0.09523809523809523,3,0,abs-conc-n,ooc,False
succeed,1,4,poly,2,0.5,2,3,-,False,False
lackey,1,1,mon,2,0.6,1,0,conc,ooc,False
bestride,1,1,mon,1,1.0,0,0,-,ooc,False
sentry box,1,1,mon,0,None,0,0,-,ooc,False
appellate,1,1,mon,1,1.0,0,0,-,ooc,False
sheath,1,4,poly,3,0.47058823529411764,1,0,conc,ooc,False
blazon,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False
hailstorm,1,1,mon,1,1.0,0,0,conc,ooc,False
retread,2,2,homonyms_only_different_pos,3,0.2,1,0,conc,ooc,False
dedicate to,1,2,poly,0,None,0,0,-,ooc,False
p.,0,0,oov,0,None,0,0,-,False,False
fall through,1,1,mon,0,None,0,0,-,ooc,False
crab apple,1,2,poly,0,None,0,0,-,ooc,False
bookish,1,1,mon,1,1.0,0,0,-,ooc,False
identity,1,3,poly,4,0.25,3,0,abs,False,False
predispose to,1,1,mon,0,None,0,0,-,ooc,False
Septuagesima,1,1,mon,1,1.0,0,0,abs,ooc,False
custodial,1,1,mon,1,1.0,0,0,-,ooc,False
unattached,1,2,poly,3,None,1,0,-,ooc,False
deficient,1,1,mon,3,None,1,0,-,ooc,False
shallot,1,1,mon,3,0.18181818181818182,2,0,conc,ooc,False
Muslim,1,1,mon,2,None,0,0,conc,ooc,True
watering place,1,2,poly,0,None,0,0,-,ooc,False
self-portraiture,0,0,oov,0,None,0,0,-,False,False
opinionated,1,1,mon,1,1.0,0,0,-,ooc,False
bench mark,1,1,mon,0,None,0,0,-,ooc,False
antigen,1,1,mon,1,1.0,0,0,conc,ooc,False
blacksmith,1,1,mon,1,1.0,0,0,conc,ooc,False
voice box,1,1,mon,0,None,0,0,-,ooc,False
fling,2,12,homonyms_only_different_pos,7,0.16666666666666666,2,5,abs,ooc,False
as it were,0,0,oov,0,None,0,0,-,False,False
Nestor,1,1,mon,2,0.11764705882352941,0,0,abs-n,ooc,False
times,2,7,homonyms_only_different_pos,17,0.16666666666666666,0,0,abs,False,False
greece,0,0,oov,2,0.9090909090909091,0,0,conc-n,False,False
beat about,1,2,poly,0,None,0,0,-,ooc,False
intellect,1,1,mon,3,0.16666666666666666,1,0,abs-conc,False,False
ambassador,1,1,mon,2,0.5454545454545454,1,3,conc,ooc,False
- lipped,1,1,mon,0,None,0,0,-,ooc,False
registry,1,1,mon,1,1.0,0,0,abs,ooc,False
